Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Month,Brand
FDL52,6.635,Regular,0,Dairy,39.7506,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,303.6048,M1_January,Amul
FDC15,18.1,Low Fat,0.297883712,Dairy,156.7288,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,314.2576,M1_January,Amul
NCD19,8.93,Low Fat,0.022059594,Dairy,56.0614,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,276.307,M1_January,Amul
FDD08,8.3,Low Fat,0.03532494,Dairy,38.9506,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,721.0614,M1_January,Amul
NCN18,8.895,Low Fat,0.124967595,Dairy,112.7544,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3467.4864,M1_January,Amul
FDY56,16.35,Regular,0.062411404,Dairy,225.9062,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,5416.9488,M1_January,Amul
NCI29,8.6,Low Fat,0.032754431,Dairy,140.5154,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,283.6308,M1_January,Amul
NCE06,,Low Fat,0.160178832,Dairy,160.2894,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,323.5788,M1_January,Amul
FDC08,19,Regular,0.104035148,Dairy,227.772,OUT017,2019,,Tier 2,Supermarket OUT-Pune,5206.556,M1_January,Amul
FDU52,7.56,Low Fat,0.06390019,Dairy,157.263,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2503.408,M1_January,Amul
FDN16,12.6,Regular,0.062648111,Dairy,104.899,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1960.781,M1_January,Amul
NCM55,15.6,Low Fat,0.111685868,Dairy,184.7924,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,370.1848,M1_January,Amul
FDR49,8.71,Low Fat,0.233039817,Dairy,49.5376,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,95.8752,M1_January,Amul
FDC15,18.1,Low Fat,0.17824575,Dairy,158.1288,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,3299.7048,M1_January,Amul
FDB53,13.35,Low Fat,0.140241213,Dairy,150.2392,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2684.5056,M1_January,Amul
FDK44,16.6,Low Fat,0,Dairy,173.3738,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2085.2856,M1_January,Amul
FDA16,6.695,Low Fat,0.033935576,Dairy,221.9456,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2210.456,M1_January,Amul
FDO19,,Regular,0.016516275,Dairy,47.4034,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2187.153,M1_January,Amul
FDO04,16.6,Low Fat,0.026537206,Dairy,57.2614,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1049.9666,M1_January,Amul
NCL19,15.35,Low Fat,0.015673267,Dairy,145.047,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2719.793,M1_January,Amul
FDA44,19.7,Low Fat,0.089083914,Dairy,54.593,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,56.593,M1_January,Amul
FDR60,14.3,Low Fat,0.131152799,Dairy,78.6328,OUT017,2019,,Tier 2,Supermarket OUT-Pune,231.6984,M1_January,Amul
FDV37,,Regular,0.083109455,Dairy,195.8426,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5734.5354,M1_January,Amul
FDG53,10,Low Fat,0.045818773,Dairy,138.718,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1398.18,M1_January,Amul
DRG01,14.8,Low Fat,0.044869794,Dairy,76.467,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1531.34,M1_January,Amul
FDB38,,Regular,0,Dairy,160.692,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,319.584,M1_January,Amul
FDI27,8.71,Regular,0.04605781,Dairy,43.8744,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,633.8416,M1_January,Amul
FDD29,12.15,Low Fat,0.030815427,Dairy,252.0698,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,1014.6792,M1_January,Amul
NCR41,17.85,Low Fat,0.01806055,Dairy,97.0094,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2094.6068,M1_January,Amul
FDW44,9.5,Regular,0.035205866,Dairy,171.3448,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2386.2272,M1_January,Amul
FDU21,11.8,Regular,0.076705948,Dairy,34.7558,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,780.9834,M1_January,Amul
FDI14,14.1,Low Fat,0.089677773,Dairy,139.8496,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1693.7952,M1_January,Amul
FDW50,,Low Fat,0.132327406,Dairy,168.4158,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,334.2316,M1_January,Amul
FDN39,19.35,Regular,0.065520388,Dairy,168.3816,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1342.2528,M1_January,Amul
FDT31,19.75,Low Fat,0.012518707,Dairy,190.6872,OUT017,2019,,Tier 2,Supermarket OUT-Pune,4916.2672,M1_January,Amul
FDJ14,10.3,Regular,0.050353695,Dairy,78.696,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1757.712,M1_January,Amul
NCQ43,,Low Fat,0.110762642,Dairy,108.5912,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1637.868,M1_January,Amul
FDZ22,,Low Fat,0.045050674,Dairy,84.925,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1747.725,M1_January,Amul
FDU38,10.8,Low Fat,0.083016832,Dairy,193.4504,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2876.256,M1_January,Amul
FDS32,17.75,Regular,0,Dairy,139.9838,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1966.7732,M1_January,Amul
DRH13,8.575,Low Fat,0.023983258,Dairy,106.328,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,958.752,M1_January,Amul
DRF03,19.1,Low Fat,0.075836522,Dairy,40.2138,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,81.2276,M1_January,Amul
FDJ20,20.7,Regular,0.100330684,Dairy,123.4388,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1238.388,M1_January,Amul
FDE22,,Low Fat,0.051778173,Dairy,157.892,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,319.584,M1_January,Amul
FDX22,6.785,Regular,0.022970468,Dairy,211.0928,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,4418.2488,M1_January,Amul
DRM11,6.57,Low Fat,0.066014596,Dairy,259.7278,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2863.6058,M1_January,Amul
FDL58,5.78,Regular,0.07429945,Dairy,264.9568,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1845.5976,M1_January,Amul
FDL25,6.92,Regular,0.131128467,Dairy,93.1804,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1561.9668,M1_January,Amul
FDD40,20.25,Regular,0.014816356,Dairy,194.1162,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,3848.324,M1_January,Amul
FDT08,13.65,Low Fat,0.049318315,Dairy,149.005,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2097.27,M1_January,Amul
FDO22,13.5,Regular,0.017960492,Dairy,81.596,OUT017,2019,,Tier 2,Supermarket OUT-Pune,639.168,M1_January,Amul
NCM41,16.5,Low Fat,0.035801238,Dairy,92.612,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,559.272,M1_January,Amul
FDJ21,16.7,Regular,0.038606365,Dairy,146.5102,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2770.3938,M1_January,Amul
FDC53,8.68,Low Fat,0.008871687,Dairy,99.7384,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,295.6152,M1_January,Amul
DRK35,,Low Fat,0.125793938,Dairy,36.2506,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,37.9506,M1_January,Amul
FDQ09,7.235,Low Fat,0.058369013,Dairy,115.2834,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1267.0174,M1_January,Amul
DRB48,16.75,Regular,0,Dairy,39.3822,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,353.5398,M1_January,Amul
DRE25,15.35,Low Fat,0.073269336,Dairy,92.112,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1118.544,M1_January,Amul
FDL08,10.8,Low Fat,0.049677651,Dairy,245.9144,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,4655.2736,M1_January,Amul
NCV42,6.26,Low Fat,0.031470832,Dairy,110.2228,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1547.3192,M1_January,Amul
FDW03,5.63,Regular,0.024579432,Dairy,105.3306,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1045.306,M1_January,Amul
FDL25,6.92,Regular,0.131665479,Dairy,91.8804,OUT017,2019,,Tier 2,Supermarket OUT-Pune,275.6412,M1_January,Amul
FDC17,12.15,Low Fat,0.015523707,Dairy,212.0928,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2735.1064,M1_January,Amul
FDK44,16.6,Low Fat,0.122475364,Dairy,175.5738,OUT045,2019,,Tier 2,Supermarket OUT-Pune,347.5476,M1_January,Amul
FDE34,9.195,Low Fat,0.107891398,Dairy,182.7634,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3817.0314,M1_January,Amul
FDP10,19,Low Fat,0.128065918,Dairy,104.3622,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1905.5196,M1_January,Amul
FDZ22,9.395,Low Fat,0.045361705,Dairy,83.825,OUT045,2019,,Tier 2,Supermarket OUT-Pune,665.8,M1_January,Amul
NCK19,9.8,Low Fat,0.090390357,Dairy,192.1478,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2324.9736,M1_January,Amul
FDO44,,Low Fat,0.087029712,Dairy,109.2228,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3205.1612,M1_January,Amul
NCU41,18.85,Low Fat,0.052054819,Dairy,189.1846,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2101.9306,M1_January,Amul
NCF31,9.13,Low Fat,0.051952573,Dairy,152.3024,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1821.6288,M1_January,Amul
FDG14,9,Regular,0.050786366,Dairy,152.2024,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3643.2576,M1_January,Amul
NCH30,17.1,Low Fat,0.067141355,Dairy,114.586,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,2942.836,M1_January,Amul
FDR36,6.715,Regular,0.121485195,Dairy,40.2454,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,587.2356,M1_January,Amul
NCJ30,5.82,Low Fat,0.080640478,Dairy,167.779,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2886.243,M1_January,Amul
FDR08,18.7,Low Fat,0.037699254,Dairy,110.2886,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2223.772,M1_January,Amul
FDU04,7.93,Low Fat,0,Dairy,123.2414,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,487.3656,M1_January,Amul
NCQ50,18.75,Low Fat,0.034501405,Dairy,211.7218,OUT017,2019,,Tier 2,Supermarket OUT-Pune,5770.4886,M1_January,Amul
FDL46,,Low Fat,0.053795154,Dairy,117.7466,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1414.1592,M1_January,Amul
DRK37,5,Low Fat,0.044004675,Dairy,188.853,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,5502.837,M1_January,Amul
FDK48,7.445,Low Fat,0,Dairy,76.8354,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2181.8266,M1_January,Amul
FDV58,20.85,Low Fat,0.121250374,Dairy,193.9452,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1565.9616,M1_January,Amul
FDN27,20.85,Low Fat,0,Dairy,115.1808,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1054.6272,M1_January,Amul
FDZ52,19.2,Low Fat,0.100230114,Dairy,112.9886,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1667.829,M1_January,Amul
NCF42,17.35,Low Fat,0.167383061,Dairy,175.6712,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2812.3392,M1_January,Amul
FDQ48,14.3,Regular,0.034404732,Dairy,98.1726,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,489.363,M1_January,Amul
FDW49,19.5,Low Fat,0.082719632,Dairy,179.3002,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2865.6032,M1_January,Amul
FDR58,6.675,Low Fat,0.041913535,Dairy,90.7462,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1665.8316,M1_January,Amul
NCE07,8.18,Low Fat,0.0132043,Dairy,143.8154,OUT017,2019,,Tier 2,Supermarket OUT-Pune,2694.4926,M1_January,Amul
FDK14,6.98,Low Fat,0.041105789,Dairy,83.4934,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1555.9746,M1_January,Amul
FDC11,,Low Fat,0.141106202,Dairy,87.9172,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,3836.3396,M1_January,Amul
FDL22,16.85,Low Fat,0.036463975,Dairy,90.7488,OUT045,2019,,Tier 2,Supermarket OUT-Pune,543.2928,M1_January,Amul
NCQ41,14.8,Low Fat,0.01946418,Dairy,196.3794,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1950.794,M1_January,Amul
FDX46,12.3,Regular,0,Dairy,57.3562,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,177.7686,M1_January,Amul
FDC35,7.435,Low Fat,0.123086812,Dairy,206.9638,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1035.319,M1_January,Amul
FDH45,15.1,Regular,0.105646853,Dairy,42.8796,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,949.4308,M1_January,Amul
FDX33,9.195,Regular,0.118149377,Dairy,160.5578,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1283.6624,M1_January,Amul
DRJ35,10.1,Low Fat,0.046545786,Dairy,59.9878,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,484.7024,M1_January,Amul
FDC40,16,Regular,0.065009745,Dairy,79.5986,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,934.7832,M1_January,Amul
FDO19,17.7,Regular,0.016630303,Dairy,48.1034,OUT045,2019,,Tier 2,Supermarket OUT-Pune,534.6374,M1_January,Amul
FDP13,8.1,Regular,0.134532392,Dairy,39.448,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,878.856,M1_January,Amul
FDP24,20.6,Low Fat,0.083133128,Dairy,120.1756,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1332.9316,M1_January,Amul
NCQ42,20.35,Low Fat,0.039428167,Dairy,127.9678,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,3560.6984,M1_January,Amul
FDY59,8.195,Low Fat,0,Dairy,93.1462,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,647.8234,M1_January,Amul
FDU14,17.75,Low Fat,0.034823127,Dairy,248.675,OUT045,2019,,Tier 2,Supermarket OUT-Pune,4993.5,M1_January,Amul
FDB21,7.475,Low Fat,0.148492521,Dairy,240.6854,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1691.7978,M1_January,Amul
FDT32,19,Regular,0.065901299,Dairy,188.7214,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1695.7926,M1_January,Amul
FDK20,12.6,Regular,0.041622264,Dairy,124.0072,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,4042.7376,M1_January,Amul
FDX09,,Low Fat,0.064933297,Dairy,174.837,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4763.799,M1_January,Amul
FDM01,7.895,Regular,0.0945493,Dairy,102.6332,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1640.5312,M1_January,Amul
DRI37,,Low Fat,0.107076832,Dairy,58.7904,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1288.9888,M1_January,Amul
FDL20,17.1,Low Fat,0.128674983,Dairy,112.3886,OUT045,2019,,Tier 2,Supermarket OUT-Pune,2334.9606,M1_January,Amul
FDU13,8.355,Low Fat,0.188322664,Dairy,148.5418,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2207.127,M1_January,Amul
FDE05,,Regular,0,Dairy,145.2102,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,437.4306,M1_January,Amul
FDE58,18.5,Low Fat,0.052025392,Dairy,118.4124,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2370.248,M1_January,Amul
FDT32,,Regular,0.065316099,Dairy,189.9214,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5087.3778,M1_January,Amul
FDZ01,8.975,Regular,0.01516265,Dairy,101.899,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,103.199,M1_January,Amul
FDM08,10.1,Regular,0.053584207,Dairy,224.4088,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,4697.8848,M1_January,Amul
FDS58,9.285,Regular,0.020989132,Dairy,158.6578,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2406.867,M1_January,Amul
FDZ26,11.6,Regular,0.144017405,Dairy,238.3222,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,5736.5328,M2_February,Amul
FDC46,,Low Fat,0.115978122,Dairy,183.4266,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,7192.6374,M2_February,Amul
FDY51,12.5,Low Fat,0.081465335,Dairy,220.7798,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,6611.394,M2_February,Amul
FDL34,16,Low Fat,0.041177505,Dairy,142.3496,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3246.4408,M2_February,Amul
DRG39,14.15,Low Fat,0.042352822,Dairy,51.6982,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1262.3568,M2_February,Amul
NCG43,20.2,Low Fat,0.074541867,Dairy,94.1462,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1758.3778,M2_February,Amul
FDT01,13.65,Regular,0.18454121,Dairy,211.5902,OUT045,2019,,Tier 2,Supermarket OUT-Pune,4672.5844,M2_February,Amul
NCR38,17.25,Low Fat,0.114160573,Dairy,253.1724,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3775.086,M2_February,Amul
DRF01,5.655,Low Fat,0.175352413,Dairy,147.4102,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2478.7734,M2_February,Amul
FDF53,20.75,Regular,0.083590755,Dairy,182.2318,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3067.3406,M2_February,Amul
FDS45,5.175,Regular,0.029471408,Dairy,105.4622,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,3281.7282,M2_February,Amul
FDR20,20,Regular,0.028282832,Dairy,46.2744,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1086.5856,M2_February,Amul
FDY07,11.8,Low Fat,0,Dairy,46.5402,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,229.701,M2_February,Amul
FDD38,16.75,Regular,0.008208342,Dairy,102.8674,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1528.011,M2_February,Amul
DRF15,18.35,Low Fat,0.03334929,Dairy,155.034,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1990.742,M2_February,Amul
FDH32,12.8,Low Fat,0.076060037,Dairy,95.141,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,868.869,M2_February,Amul
NCJ42,19.75,Low Fat,0.014301326,Dairy,103.0332,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,1230.3984,M2_February,Amul
FDB56,8.75,Regular,0.074931201,Dairy,187.6556,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,938.778,M2_February,Amul
FDD03,13.3,Low Fat,0.080131363,Dairy,234.03,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,4194.54,M2_February,Amul
NCL18,18.85,Low Fat,0.167444431,Dairy,194.6136,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1166.4816,M2_February,Amul
FDW22,9.695,Regular,0.03033748,Dairy,222.9114,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,5764.4964,M2_February,Amul
FDE32,20.7,Low Fat,0.04874969,Dairy,37.5506,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,113.8518,M2_February,Amul
FDA34,,Low Fat,0.014788594,Dairy,174.408,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,7443.644,M2_February,Amul
FDJ08,11.1,Low Fat,0.111298111,Dairy,191.7846,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3057.3536,M2_February,Amul
FDG38,8.975,Regular,0.05268526,Dairy,83.3224,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,3579.3408,M2_February,Amul
FDD29,12.15,Low Fat,0.018485511,Dairy,253.1698,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1522.0188,M2_February,Amul
NCE31,7.67,Low Fat,0.184689756,Dairy,35.4216,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,450.0808,M2_February,Amul
FDS19,13.8,Regular,0.064153845,Dairy,76.9012,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,607.2096,M2_February,Amul
FDU11,4.785,Low Fat,0.092516598,Dairy,120.1098,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1325.6078,M2_February,Amul
FDL02,20,Regular,0.104245198,Dairy,105.3622,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1270.3464,M2_February,Amul
FDO51,,Regular,0.041779181,Dairy,43.4112,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1107.8912,M2_February,Amul
DRK23,8.395,Low Fat,0.07226985,Dairy,254.104,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,3542.056,M2_February,Amul
FDO27,6.175,Regular,0.179806961,Dairy,95.2752,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1534.0032,M2_February,Amul
FDB16,8.21,Low Fat,0.044995631,Dairy,89.2198,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1308.297,M2_February,Amul
FDA44,19.7,Low Fat,0.053523765,Dairy,55.393,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1471.418,M2_February,Amul
NCB18,19.6,Low Fat,0.041459372,Dairy,89.6514,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1239.7196,M2_February,Amul
NCL53,7.5,Low Fat,0.036234918,Dairy,175.3028,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,3896.2616,M2_February,Amul
FDRegular6,5.845,Regular,0.105445801,Dairy,214.4218,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,1496.0526,M2_February,Amul
NCQ05,11.395,Low Fat,0,Dairy,151.6708,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,3460.8284,M2_February,Amul
FDF44,7.17,Regular,0.05997133,Dairy,132.1968,OUT018,2019,Medium,Tier 3,Supermarket OUT-Mumbai,2870.9296,M2_February,Amul
FDU50,5.75,Regular,0.075595405,Dairy,114.7176,OUT017,2019,,Tier 2,Supermarket OUT-Pune,1259.6936,M2_February,Amul
FDG20,15.5,Regular,0.210375806,Dairy,178.2028,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,177.1028,M2_February,Amul
FDD58,7.76,Low Fat,0.059341019,Dairy,99.77,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,798.96,M2_February,Amul
FDT01,13.65,Regular,0.18520944,Dairy,212.9902,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3185.853,M2_February,Amul
FDK15,10.8,Low Fat,0.098566832,Dairy,98.3042,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,1488.063,M2_February,Amul
FDJ08,11.1,Low Fat,0.11084417,Dairy,189.2846,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,5159.2842,M2_February,Amul
FDS10,,Low Fat,0.0350152,Dairy,182.0318,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,5954.2494,M2_February,Amul
FDJ55,12.8,Regular,0.023567538,Dairy,226.8404,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,4500.808,M2_February,Amul
FDU32,8.785,Low Fat,0,Dairy,123.0414,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,121.8414,M2_February,Amul
FDG09,20.6,Regular,0.04792722,Dairy,185.9556,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,4318.3788,M2_February,Amul
FDE39,7.89,Low Fat,0.036207786,Dairy,121.0782,OUT045,2019,,Tier 2,Supermarket OUT-Pune,3456.1678,M2_February,Amul
FDU56,16.85,Low Fat,0.044377096,Dairy,185.8266,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,1659.8394,M2_February,Amul
NCH55,16.35,Low Fat,0.034742632,Dairy,127.402,OUT045,2019,,Tier 2,Supermarket OUT-Pune,759.012,M2_February,Amul
FDX33,,Regular,0.116915909,Dairy,159.4578,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,4974.1918,M2_February,Amul
FDR24,17.35,Regular,0.062979148,Dairy,87.983,OUT045,2019,,Tier 2,Supermarket OUT-Pune,1707.777,M2_February,Amul
FDC33,,Regular,0.068604503,Dairy,197.3768,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,7488.9184,M2_February,Amul
NCV54,,Low Fat,0.03294861,Dairy,116.8124,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,2488.7604,M2_February,Amul
NCQ02,12.6,Low Fat,0.007450258,Dairy,186.7556,OUT013,2019,High,Tier 3,Supermarket OUT-Pune,2816.334,M2_February,Amul
NCU17,5.32,Low Fat,0.093027718,Dairy,101.4674,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2954.1546,M2_February,Amul
NCZ06,,Low Fat,0.164864915,Dairy,255.2698,OUT019,2019,Small,Tier 1,Supermarket OUT-Solapur,761.0094,M2_February,Amul
FDV37,13,Regular,0.083498083,Dairy,199.4426,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,593.2278,M2_February,Amul
DRH25,,Low Fat,0.014522363,Dairy,50.2324,OUT027,2019,Medium,Tier 3,Supermarket OUT-Nashik,1298.31,M2_February,Amul
NCI43,19.85,Low Fat,0.025963795,Dairy,46.3376,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,1150.5024,M2_February,Amul
NCQ53,17.6,Low Fat,0.019012262,Dairy,237.159,OUT017,2019,,Tier 2,Supermarket OUT-Pune,3072.667,M2_February,Amul
NCT18,14.6,Low Fat,0.059393919,Dairy,181.7976,OUT035,2019,Small,Tier 2,Supermarket OUT-Pune,3259.7568,M2_February,Amul
FDF14,7.55,Low Fat,0.027212058,Dairy,152.734,OUT049,2019,Medium,Tier 1,Supermarket OUT-Pune,2756.412,M2_February,Amul
FDM14,13.8,Low Fat,0.013263968,Dairy,106.9254,OUT046,2019,Small,Tier 1,Supermarket OUT-Pune,2930.1858,M2_February,Amul
FDX57,17.25,Regular,0.079113947,Dairy,99.2068,OUT010,2019,,Tier 3,Supermarket OUT-Solapur,97.2068,M2_February,Amul
