align,choice,time,coherence,firing_rate
sacc,T2,-160,51.2,33.426397216
sacc,T2,-140,0.0,41.6360762294
sacc,T2,-140,3.2,36.5123153677
sacc,T2,-140,6.4,37.072901881
sacc,T2,-140,12.8,32.8615628189
sacc,T2,-140,25.6,29.9254467262
sacc,T2,-140,51.2,32.6695852309
sacc,T2,-120,0.0,39.9027077915
sacc,T2,-120,3.2,35.8890690743
sacc,T2,-120,6.4,38.9400053932
sacc,T2,-120,12.8,33.160408053
sacc,T2,-120,25.6,28.7117587722
sacc,T2,-120,51.2,32.3783626069
sacc,T2,-100,0.0,39.8545786265
sacc,T2,-100,3.2,37.6253424388
sacc,T2,-100,6.4,37.2592360274
sacc,T2,-100,12.8,31.7857081144
sacc,T2,-100,25.6,28.5092773179
sacc,T2,-100,51.2,30.3214636813
sacc,T2,-80,0.0,39.0686538561
sacc,T2,-80,3.2,38.3177570093
sacc,T2,-80,6.4,37.1092892429
sacc,T2,-80,12.8,31.6706619895
sacc,T2,-80,25.6,27.1673864252
sacc,T2,-80,51.2,27.5442304251
sacc,T2,-60,0.0,37.8178588842
sacc,T2,-60,3.2,36.0756294232
sacc,T2,-60,6.4,38.4960754833
sacc,T2,-60,12.8,31.2421028491
sacc,T2,-60,25.6,27.0994763722
sacc,T2,-60,51.2,27.8371555374
sacc,T2,-40,0.0,37.8626692456
sacc,T2,-40,3.2,35.2618508867
sacc,T2,-40,6.4,35.2250005049
sacc,T2,-40,12.8,29.1523049649
sacc,T2,-40,25.6,28.0553221978
sacc,T2,-40,51.2,27.4957625592
sacc,T2,-20,0.0,35.8800773694
sacc,T2,-20,3.2,34.9845201238
sacc,T2,-20,6.4,34.2941079289
sacc,T2,-20,12.8,28.8572631065
sacc,T2,-20,25.6,27.6470588235
sacc,T2,-20,51.2,26.7883724699
sacc,T2,0,0.0,34.912959381
sacc,T2,0,3.2,32.5851393189
sacc,T2,0,6.4,32.8856784499
sacc,T2,0,12.8,27.726905303
sacc,T2,0,25.6,25.3431372549
sacc,T2,0,51.2,25.5329457364
sacc,T2,20,0.0,32.9787234043
sacc,T2,20,3.2,31.73374613
sacc,T2,20,6.4,30.7493540052
sacc,T2,20,12.8,25.9958071279
sacc,T2,20,25.6,25.0490196078
sacc,T2,20,51.2,23.8856589147
sacc,T2,40,0.0,32.833655706
sacc,T2,40,3.2,34.6749226006
sacc,T2,40,6.4,31.65374677
sacc,T2,40,12.8,28.7211740042
sacc,T2,40,25.6,28.3333333333
sacc,T2,40,51.2,28.003875969
sacc,T2,60,0.0,30.9477756286
sacc,T2,60,3.2,34.520123839
sacc,T2,60,6.4,30.9431524548
sacc,T2,60,12.8,30.9224318658
sacc,T2,60,25.6,29.1666666667
sacc,T2,60,51.2,29.8449612403
sacc,T2,80,0.0,24.7098646035
sacc,T2,80,3.2,27.0897832817
sacc,T2,80,6.4,27.7777777778
sacc,T2,80,12.8,27.6729559748
sacc,T2,80,25.6,26.2254901961
sacc,T2,80,51.2,27.4709302326
sacc,T2,100,0.0,25.8704061896
sacc,T2,100,3.2,26.7027863777
sacc,T2,100,6.4,27.1963824289
sacc,T2,100,12.8,27.463312369
sacc,T2,100,25.6,28.1862745098
sacc,T2,100,51.2,29.1666666667
sacc,T2,120,0.0,28.3849129594
sacc,T2,120,3.2,30.959752322
sacc,T2,120,6.4,28.2945736434
sacc,T2,120,12.8,29.4549266247
sacc,T2,120,25.6,31.9117647059
sacc,T2,120,51.2,32.2189922481
sacc,T2,140,0.0,27.3694390716
sacc,T2,140,3.2,29.6439628483
sacc,T2,140,6.4,29.0697674419
sacc,T2,140,12.8,30.2410901468
sacc,T2,140,25.6,30.2450980392
sacc,T2,140,51.2,32.4612403101
sacc,T2,160,0.0,27.9013539652
sacc,T2,160,3.2,30.2631578947
sacc,T2,160,6.4,30.6201550388
sacc,T2,160,12.8,30.1362683438
sacc,T2,160,25.6,29.8039215686
sacc,T2,160,51.2,33.1395348837
sacc,T2,180,0.0,29.9323017408
sacc,T2,180,3.2,32.6625386997
sacc,T2,180,6.4,29.6511627907
sacc,T2,180,12.8,28.9832285115
sacc,T2,180,25.6,30.4411764706
sacc,T2,180,51.2,32.9457364341
sacc,T2,200,0.0,29.7388781431
sacc,T2,200,3.2,29.7213622291
sacc,T2,200,6.4,29.0051679587
sacc,T2,200,12.8,28.4067085954
sacc,T2,200,25.6,29.9509803922
sacc,T2,200,51.2,31.2984496124
sacc,T2,220,0.0,27.5628626692
sacc,T2,220,3.2,29.6439628483
sacc,T2,220,6.4,29.0697674419
sacc,T2,220,12.8,27.1488469602
sacc,T2,220,25.6,27.5490196078
sacc,T2,220,51.2,30.1356589147
sacc,T2,240,0.0,28.6750483559
sacc,T2,240,3.2,29.5665634675
sacc,T2,240,6.4,29.8449612403
sacc,T2,240,12.8,26.9916142558
sacc,T2,240,25.6,27.8921568627
sacc,T2,240,51.2,30.2810077519
sacc,T2,260,0.0,28.8201160542
sacc,T2,260,3.2,26.8575851393
sacc,T2,260,6.4,29.9095607235
sacc,T2,260,12.8,28.1446540881
sacc,T2,260,25.6,28.5784313725
sacc,T2,260,51.2,31.1046511628
sacc,T2,280,0.0,28.6750483559
sacc,T2,280,3.2,30.4953560372
sacc,T2,280,6.4,27.5839793282
sacc,T2,280,12.8,28.5115303983
sacc,T2,280,25.6,26.4705882353
sacc,T2,280,51.2,30.8139534884
sacc,T2,300,0.0,28.3849129594
sacc,T2,300,3.2,33.2817337461
sacc,T2,300,6.4,27.5839793282
sacc,T2,300,12.8,28.5115303983
sacc,T2,300,25.6,27.0098039216
sacc,T2,300,51.2,30.9593023256
