Subject,timepoint,event,region,signal
s13,8,cue,parietal,-0.0484351731185
s10,17,cue,frontal,0.005243757404229999
s12,15,cue,frontal,-0.00448951009453
s11,15,cue,frontal,0.0471023070477
s10,15,cue,frontal,0.0112412835158
s9,15,cue,frontal,0.0021702084283200004
s8,15,cue,frontal,0.0253832097515
s7,15,cue,frontal,-0.027466991959
s6,15,cue,frontal,0.0100518294106
s5,15,cue,frontal,-0.0195068625872
s4,15,cue,frontal,-0.032512333508
s3,15,cue,frontal,-0.0223767538583
s2,15,cue,frontal,0.0247336480706
s1,15,cue,frontal,0.0125941591083
s0,15,cue,frontal,-0.019636632338
s9,1,cue,parietal,-0.027914575721400003
s10,1,cue,parietal,-0.0387324510709
s11,1,cue,parietal,-0.0589195061288
s12,1,cue,parietal,-0.0259042246248
s7,0,cue,frontal,-0.0430214968651
s5,0,cue,parietal,0.00431520673796
s4,0,cue,parietal,-0.0459561860199
s3,0,cue,parietal,-0.0211601500566
s2,0,cue,parietal,0.00614232810141
s1,0,cue,parietal,-0.0577055085078
s1,0,cue,frontal,-0.040937102696
s13,18,cue,frontal,-0.012163495715
s12,18,cue,frontal,0.0043837206407100005
s11,18,cue,frontal,0.0905198558908
s6,0,cue,parietal,0.0214495567704
s10,18,cue,frontal,-0.00325075890227
s8,18,cue,frontal,0.014358246517299996
s7,18,cue,frontal,-0.0374389826447
s6,18,cue,frontal,0.0122480941706
s5,18,cue,frontal,0.0225013307677
s4,18,cue,frontal,-0.045560288536400005
s3,18,cue,frontal,-0.0234015787962
s2,18,cue,frontal,0.0153433794654
s1,18,cue,frontal,-0.0015336926013900002
s0,18,cue,frontal,-0.00349674253765
s9,18,cue,frontal,-0.0006433163982769999
s7,0,cue,parietal,-0.0635374390609
s8,0,cue,parietal,-0.015460331531100003
s9,0,cue,parietal,-0.0289925765556
s2,2,cue,parietal,0.0195906789676
s1,2,cue,parietal,-0.0522129347816
s0,2,cue,parietal,0.033219554326999995
s13,1,cue,parietal,-0.0251840022699
s13,14,cue,frontal,-0.00570123521875
s12,14,cue,frontal,-0.0033179533740100003
s11,14,cue,frontal,0.0501327381579
s6,2,cue,parietal,-0.0229244487433
s6,7,cue,parietal,-0.0198747030483
s5,7,cue,parietal,-0.0423492412146
s4,7,cue,parietal,-0.108222328291
s3,7,cue,parietal,0.0414749599559
s2,7,cue,parietal,-0.0781117179409
s1,7,cue,parietal,0.06564442019859999
s0,7,cue,parietal,0.0253888830341
s13,6,cue,parietal,0.05722201441319999
s12,6,cue,parietal,0.0149150459614
s11,6,cue,parietal,0.05398855650719999
s10,6,cue,parietal,0.00620823813521
s9,6,cue,parietal,0.0173086844111
s8,6,cue,parietal,0.0353399574933
s7,6,cue,parietal,0.0233853400255
s6,6,cue,parietal,0.0206494006123
s5,6,cue,parietal,-0.00909655511476
s4,6,cue,parietal,0.0493844589057
s3,6,cue,parietal,0.0849996187345
s2,6,cue,parietal,-0.0468407445775
s1,6,cue,parietal,0.181532924007
s8,7,cue,parietal,0.00526227983545
s0,6,cue,parietal,0.0637987867698
s9,7,cue,parietal,-0.0234819381623
s11,7,cue,parietal,0.0368924318331
s4,9,cue,parietal,-0.149299267642
s3,9,cue,parietal,-0.0659350721893
s2,9,cue,parietal,-0.053902534274000005
s1,9,cue,parietal,-0.152929131484
s0,9,cue,parietal,-0.0200436532949
s7,7,cue,parietal,0.0303745431631
s5,2,cue,parietal,0.0254025839431
s10,14,cue,frontal,0.0071673404014099985
s4,2,cue,parietal,0.0217623536433
s8,14,cue,frontal,0.021794111017400003
s7,14,cue,frontal,-0.0198314565368
s6,14,cue,frontal,-0.0208147703811
s13,15,cue,frontal,-0.00305348061239
s3,2,cue,parietal,-0.0138694123002
s0,16,cue,frontal,-0.0171919266504
s2,16,cue,frontal,0.0145098643656
s9,17,cue,frontal,-0.0049004083947
s8,17,cue,frontal,0.013762123577
s7,17,cue,frontal,-0.0444741031444
s6,17,cue,frontal,0.0204153378087
s5,17,cue,frontal,0.00588373422725
s4,17,cue,frontal,-0.0447856273504
s3,17,cue,frontal,-0.0141380828752
s2,17,cue,frontal,0.0103194050434
s1,17,cue,frontal,-0.0004387387489750001
s0,17,cue,frontal,-0.0103752152963
s13,16,cue,frontal,-0.0025219123314
s12,16,cue,frontal,-0.00172336864926
s11,16,cue,frontal,0.057105395789199986
s10,16,cue,frontal,0.0101631929178
s9,16,cue,frontal,-0.00428986666204
s8,16,cue,frontal,0.0163316275274
s7,16,cue,frontal,-0.0396866842019
s6,16,cue,frontal,0.031506509003400004
s5,16,cue,frontal,-0.0100683021535
s4,16,cue,frontal,-0.0408622819528
s3,16,cue,frontal,-0.0168074650838
s1,16,cue,frontal,0.00457908374535
s8,0,cue,frontal,0.0104169799858
s7,12,cue,parietal,-0.0201274821868
s6,0,cue,frontal,0.0186525383098
s13,17,cue,parietal,-0.017293378635799998
s12,18,cue,parietal,-0.0114341079411
s11,18,cue,parietal,0.0431949665488
s10,18,cue,parietal,-0.043577498564800005
s9,18,cue,parietal,-0.0510401728011
s8,18,cue,parietal,-0.0170971882592
s7,18,cue,parietal,-0.0133806287451
s6,18,cue,parietal,0.0195316379848
s5,18,cue,parietal,0.0371607084325
s4,18,cue,parietal,-0.052735580722400005
s3,18,cue,parietal,-0.0397100941829
s2,18,cue,parietal,0.0178053386573
s1,18,cue,parietal,-0.0263701313418
s0,18,cue,parietal,-0.0146635254755
s6,14,cue,parietal,-0.0142616476371
s11,17,cue,parietal,0.0318670051798
s13,18,cue,parietal,-0.0208155049959
s10,17,cue,parietal,-0.0312467589892
s9,17,cue,parietal,-0.0363623279856
s8,17,cue,parietal,-0.00591917445721
s7,17,cue,parietal,-0.0264353200358
s6,17,cue,parietal,0.0279699301572
s5,17,cue,parietal,0.025827300027200004
s4,17,cue,parietal,-0.0373954538034
s3,17,cue,parietal,-0.0395893913264
s2,17,cue,parietal,0.0178025751851
s1,17,cue,parietal,-0.0104811213701
s0,17,cue,parietal,-0.0258956572719
s13,16,cue,parietal,-0.00937936303601
s12,16,cue,parietal,-0.022735163424
s12,17,cue,parietal,-0.0153776919753
s7,9,cue,parietal,-0.00015903753670700005
s11,16,cue,parietal,0.0293067638073
s10,16,cue,parietal,-0.0169822376089
s9,16,cue,parietal,-0.0353947901914
s6,16,cue,parietal,0.0206264477832
s5,16,cue,parietal,0.0160045120059
s4,16,cue,parietal,-0.020759130944700003
s3,16,cue,parietal,-0.0418992949281
s2,16,cue,parietal,0.0249311031
s1,16,cue,parietal,-0.00034926938083300004
s0,16,cue,parietal,-0.026121668593900003
s13,15,cue,parietal,-0.00138989175368
s12,15,cue,parietal,-0.0248011314139
s11,15,cue,parietal,0.0374345270052
s10,15,cue,parietal,-0.008887011227049999
s9,15,cue,parietal,-0.0382567607244
s8,15,cue,parietal,0.0035904133751
s7,15,cue,parietal,-0.0138385715149
s6,15,cue,parietal,0.006440906502939999
s5,15,cue,parietal,0.00788463386574
s4,15,cue,parietal,-0.0122946946186
s3,15,cue,parietal,-0.0422532327786
s2,15,cue,parietal,0.0315954006514
s1,15,cue,parietal,0.00323779436699
s0,15,cue,parietal,-0.0256137872876
s13,14,cue,parietal,-0.00371380944378
s12,14,cue,parietal,-0.0218242453639
s11,14,cue,parietal,0.0413420912135
s10,14,cue,parietal,-0.01076149627
s9,14,cue,parietal,-0.0343864557897
s8,14,cue,parietal,-0.007202160882479999
s7,14,cue,parietal,-0.00865464722562
s8,16,cue,parietal,0.000848484335915
s5,14,cue,parietal,0.00481594181701
s3,14,cue,parietal,-0.0483762564626
s5,0,cue,frontal,-0.0270327130304
s2,13,cue,parietal,0.0394762595721
s13,11,cue,parietal,-0.0506949753525
s1,14,cue,parietal,-0.0190197680179
s0,14,cue,parietal,-0.0310804448803
s13,13,cue,parietal,-0.009111630042
s12,13,cue,parietal,-0.0201091472848
s11,13,cue,parietal,0.0281606901408
s10,13,cue,parietal,-0.021587219240700003
s9,13,cue,parietal,-0.0169703491926
s8,13,cue,parietal,-0.0264047266
s7,13,cue,parietal,-0.0140842106927
s6,13,cue,parietal,-0.030560872725800006
s5,13,cue,parietal,-0.00650677088446
s4,13,cue,parietal,-0.0106126462175
s3,13,cue,parietal,-0.0637047193938
s2,14,cue,parietal,0.0358399852165
s10,11,cue,parietal,-0.0454599782412
s0,13,cue,parietal,-0.035779817917
s1,12,cue,parietal,-0.103784572155
s2,12,cue,parietal,0.0309226741576
s3,12,cue,parietal,-0.0814599979227
s4,12,cue,parietal,-0.00709210399119
s1,13,cue,parietal,-0.0527102127415
s6,12,cue,parietal,-0.0425893680536
s5,12,cue,parietal,-0.0220329006251
s8,12,cue,parietal,-0.0421123872143
s9,12,cue,parietal,-0.00404433151899
s10,12,cue,parietal,-0.0309973342255
s11,12,cue,parietal,-0.00237654002501
s12,12,cue,parietal,-0.0178295249988
s13,12,cue,parietal,-0.0257164101976
s0,12,cue,parietal,-0.036943354135300005
s12,10,cue,parietal,-0.0179281868977
s12,11,cue,parietal,-0.0185363979845
s9,10,cue,parietal,-0.0135379597181
s9,11,cue,parietal,-0.00414114683393
s8,11,cue,parietal,-0.0459387027726
s7,11,cue,parietal,-0.0202657605321
s6,11,cue,parietal,-0.0516043435149
s5,11,cue,parietal,-0.0390273863767
s4,11,cue,parietal,-0.0190119095318
s3,11,cue,parietal,-0.0942313372239
s2,11,cue,parietal,0.00913697311649
s1,11,cue,parietal,-0.14978519266100002
s0,11,cue,parietal,-0.0390019792127
s13,10,cue,parietal,-0.0733276094632
s4,14,cue,parietal,-0.0118680151433
s11,10,cue,parietal,-0.042917220338
s11,11,cue,parietal,-0.034447322855300014
s10,10,cue,parietal,-0.0560472602531
s8,10,cue,parietal,-0.045905959259199984
s7,10,cue,parietal,-0.0142832458072
s6,10,cue,parietal,-0.0637547873885
s5,10,cue,parietal,-0.049764670767700005
s4,10,cue,parietal,-0.0689714268396
s3,10,cue,parietal,-0.0917491496902
s2,10,cue,parietal,-0.022062221294900004
s1,10,cue,parietal,-0.17645250841
s0,10,cue,parietal,-0.032698832431900006
s13,9,cue,parietal,-0.07507945052069999
s12,9,cue,parietal,-0.0173973079805
s11,9,cue,parietal,-0.0267444028202
s10,9,cue,parietal,-0.0677246043773
s9,9,cue,parietal,-0.0295463942763
s7,16,cue,parietal,-0.0245893063994
s8,9,cue,parietal,-0.039663695843300005
s0,0,cue,frontal,0.00776611182029
s3,11,cue,frontal,-0.088991179696
s3,12,cue,frontal,-0.07071404950839999
s2,12,cue,frontal,0.0423628697685
s1,12,cue,frontal,0.0122552469576
s0,12,cue,frontal,-0.00712513368928
s13,11,cue,frontal,-0.0403692122031
s12,11,cue,frontal,-0.006349258059760001
s11,11,cue,frontal,0.0305283964358
s10,11,cue,frontal,-0.00150336559644
s9,11,cue,frontal,0.0203803438083
s8,11,cue,frontal,-0.014830160753
s7,11,cue,frontal,-0.0051140807625100005
s6,11,cue,frontal,-0.0520117791936
s5,11,cue,frontal,-0.023329026041
s4,11,cue,frontal,-0.0246927650157
s2,11,cue,frontal,0.0226803666835
s6,9,cue,parietal,-0.0692480810464
s1,11,cue,frontal,-0.0327696443626
s0,11,cue,frontal,0.00746043079225
s13,10,cue,frontal,-0.0662865277457
s12,10,cue,frontal,-0.00935375301823
s5,12,cue,frontal,-0.0181459403033
s11,10,cue,frontal,-0.00413791137607
s6,12,cue,frontal,-0.0436995941144
s8,12,cue,frontal,-0.007430693052729999
s1,14,cue,frontal,0.0202417407157
s0,14,cue,frontal,-0.0240757144387
s13,13,cue,frontal,-0.00938827240792
s12,13,cue,frontal,-0.004449969527930001
s11,13,cue,frontal,0.0595103573341
s10,13,cue,frontal,0.00439974274153
s4,12,cue,frontal,-0.016983906673999998
s3,7,cue,frontal,0.0266682447552
s1,7,cue,frontal,-0.0538251940234
s5,9,cue,parietal,-0.0567566311895
s4,0,cue,frontal,-0.039116488496500006
s3,0,cue,frontal,-0.000546239981701
s2,0,cue,frontal,0.00780174578614
s9,1,cue,frontal,0.00534188564044
s7,3,cue,frontal,-0.0396855716001
s10,1,cue,frontal,-0.022527165043700004
s12,1,cue,frontal,-0.00717138016831
s5,3,cue,frontal,0.0256926505756
s4,3,cue,frontal,0.11851503795
s3,3,cue,frontal,0.0199464936977
s2,3,cue,frontal,0.00991479192006
s1,3,cue,frontal,0.0377499519166
s0,3,cue,frontal,0.0478587888422
s13,2,cue,frontal,0.00439599259064
s12,2,cue,frontal,-0.007507127919600002
s11,2,cue,frontal,-0.0567680902434
s10,2,cue,frontal,-0.0198766661917
s9,2,cue,frontal,0.0279644197969
s8,2,cue,frontal,-0.0124962347482
s7,2,cue,frontal,-0.043013682712400005
s6,2,cue,frontal,0.00921076678749
s5,2,cue,frontal,0.00212052147172
s4,2,cue,frontal,0.0188497629838
s3,2,cue,frontal,0.0024528362129800003
s2,2,cue,frontal,-0.00904849028299
s1,2,cue,frontal,-0.0270658901671
s0,2,cue,frontal,0.0242960024654
s13,1,cue,frontal,-0.010346102320000002
s11,1,cue,frontal,-0.05881368166
s9,13,cue,frontal,0.0200739571079
s8,13,cue,frontal,0.00841925673815
s7,13,cue,frontal,-0.0175130907603
s8,7,cue,frontal,0.0190275220282
s6,7,cue,frontal,-0.0422953819265
s5,7,cue,frontal,-0.014399555076
s4,7,cue,frontal,-0.08678567442360001
s11,8,cue,frontal,-0.0449253297058
s9,10,cue,frontal,0.0104634607701
s12,8,cue,frontal,-0.00319476716939
s0,9,cue,frontal,0.0100270560903
s7,10,cue,frontal,0.0055851620763000005
s6,10,cue,frontal,-0.0642260670844
s5,10,cue,frontal,-0.0255391841237
s4,10,cue,frontal,-0.0665928664573
s3,10,cue,frontal,-0.0932567846039
s2,10,cue,frontal,-0.00377066682741
s1,10,cue,frontal,-0.0979839589249
s0,10,cue,frontal,0.0109838741313
s13,9,cue,frontal,-0.08295484081480001
s12,9,cue,frontal,-0.007656073596260002
s11,9,cue,frontal,-0.036139696051500005
s10,9,cue,frontal,-0.0393027138944
s9,9,cue,frontal,-0.00313320233461
s8,9,cue,frontal,-0.00573536473473
s7,9,cue,frontal,0.014398518726
s6,9,cue,frontal,-0.07089808257689999
s5,9,cue,frontal,-0.0288370652557
s4,9,cue,frontal,-0.136591741754
s3,9,cue,frontal,-0.0775334474769
s2,9,cue,frontal,-0.037688644057
s1,9,cue,frontal,-0.14604799449300002
s13,8,cue,frontal,-0.0709909206509
s7,7,cue,frontal,0.008843981048030001
s9,7,cue,frontal,0.0036425919011
s6,13,cue,frontal,-0.0376522604288
s10,7,cue,frontal,-0.0470836486117
s5,13,cue,frontal,-0.014984725195899997
s4,13,cue,frontal,-0.0215142189251
s3,13,cue,frontal,-0.0476390505751
s2,13,cue,frontal,0.0479183348854
s1,13,cue,frontal,0.0283786550184
s0,13,cue,frontal,-0.0217289851851
s13,12,cue,frontal,-0.0206860781516
s12,12,cue,frontal,-0.00303419038518
s11,12,cue,frontal,0.0557662167698
s10,12,cue,frontal,0.00571118118196
s9,12,cue,frontal,0.0242915167749
s7,12,cue,frontal,-0.0140053394853
s2,7,cue,frontal,-0.0783632202795
s10,10,cue,frontal,-0.0161241042357
s8,10,cue,frontal,-0.0151405187963
s10,8,cue,frontal,-0.0525045392834
s9,8,cue,frontal,-0.008728632014290002
s8,8,cue,frontal,0.00727779021147
s7,8,cue,frontal,0.015765089874
s6,8,cue,frontal,-0.0639606670951
s5,8,cue,frontal,-0.0282917476443
s4,8,cue,frontal,-0.160820708077
s3,8,cue,frontal,-0.0338482069836
s2,8,cue,frontal,-0.0696658068792
s1,8,cue,frontal,-0.136059024168
s0,8,cue,frontal,0.0181654208514
s13,7,cue,frontal,-0.0291302997811
s12,7,cue,frontal,-0.00493910613621
s11,7,cue,frontal,-0.0253667098182
s0,0,cue,parietal,-0.00689923478092
