Date,Extent
1991-02-21,15.467
1991-02-22,15.459
1991-02-23,15.596
1991-02-24,15.575
1991-02-25,15.647
1991-02-26,15.586
1991-02-27,15.6
1991-02-28,15.529
1991-03-01,15.488
1991-03-02,15.509
1991-03-03,15.422
1991-03-04,15.326
1991-03-05,15.352
1991-03-06,15.437
1991-03-07,15.39
1991-03-08,15.51
1991-03-09,15.487
1991-03-10,15.472
1991-03-11,15.454
1991-03-12,15.436
1991-03-13,15.459
1991-03-14,15.501
1991-03-15,15.472
1991-03-16,15.521
1991-03-17,15.48
1991-03-18,15.499
1991-03-19,15.536
1991-03-20,15.448
1991-03-21,15.379
1991-03-22,15.361
1991-03-23,15.27
1991-03-24,15.325
1991-03-25,15.388
1991-03-26,15.371
1991-03-27,15.221
1991-03-28,15.221
1991-03-29,15.282
1991-03-30,15.432
1991-03-31,15.451
1991-04-01,15.482
1991-04-02,15.463
1991-04-03,15.41
1991-04-04,15.363
1991-04-05,15.372
1991-04-06,15.355
1991-04-07,15.278
1991-04-08,15.265
1991-04-09,15.196
1991-04-10,15.116
1991-04-11,14.983
1991-04-12,14.939
1991-04-13,14.891
1991-04-14,14.899
1991-04-15,14.85
1991-04-16,14.787
1991-04-17,14.81
1991-04-18,14.753
1991-04-19,14.635
1991-04-20,14.63
1991-04-21,14.62
1991-04-22,14.606
1991-04-23,14.583
1991-04-24,14.519
1991-04-25,14.478
1991-04-26,14.418
1991-04-27,14.34
1991-04-28,14.249
1991-04-29,14.273
1991-04-30,14.229
1991-05-01,14.068
1991-05-02,14.01
1991-05-03,13.944
1991-05-04,13.945
1991-05-05,13.862
1991-05-06,13.815
1991-05-07,13.801
1991-05-08,13.756
1991-05-09,13.702
1991-05-10,13.677
1991-05-11,13.612
1991-05-12,13.667
1991-05-13,13.62
1991-05-14,13.56
1991-05-15,13.474
1991-05-16,13.495
1991-05-17,13.48
1991-05-18,13.394
1991-05-19,13.35
1991-05-20,13.314
1991-05-21,13.266
1991-05-22,13.192
1991-05-23,13.196
1991-05-24,13.144
1991-05-25,13.122
1991-05-26,13.104
1991-05-27,13.073
1991-05-28,13.038
1991-05-29,13.051
1991-05-30,12.97
1991-05-31,12.965
1991-06-01,12.781
1991-06-02,12.756
1991-06-03,12.755
1991-06-04,12.707
1991-06-05,12.667
1991-06-06,12.623
1991-06-07,12.556
1991-06-08,12.526
1991-06-09,12.425
1991-06-10,12.346
1991-06-11,12.251
1991-06-12,12.271
1991-06-13,12.263
1991-06-14,12.197
1991-06-15,12.116
1991-06-16,12.063
1991-06-17,12.026
1991-06-18,11.959
1991-06-19,11.946
1991-06-20,11.931
1991-06-21,11.877
1991-06-22,11.904
1991-06-23,11.821
1991-06-24,11.674
1991-06-25,11.629
1991-06-26,11.646
1991-06-27,11.495
1991-06-28,11.433
1991-06-29,11.319
1991-06-30,11.278
1991-07-01,10.992
1991-07-02,10.885
1991-07-03,10.79
1991-07-04,10.72
1991-07-05,10.58
1991-07-06,10.306
1991-07-07,10.212
1991-07-08,10.242
1991-07-09,10.173
1991-07-10,10.023
1991-07-11,10.07
1991-07-12,9.852
1991-07-13,9.758
1991-07-14,9.594
1991-07-15,9.491
1991-07-16,9.458
1991-07-17,9.307
1991-07-18,9.216
1991-07-19,9.213
1991-07-20,9.197
1991-07-21,9.049
1991-07-22,9.006
1991-07-23,8.944
1991-07-24,8.891
1991-07-25,8.829
1991-07-26,8.603
1991-07-27,8.513
1991-07-28,8.405
1991-07-29,8.323
1991-07-30,8.224
1991-07-31,8.069
1991-08-01,7.969
1991-08-02,7.98
1991-08-03,7.859
1991-08-04,7.744
1991-08-05,7.788
1991-08-06,7.811
1991-08-07,7.715
1991-08-08,7.722
1991-08-09,7.731
1991-08-10,7.642
1991-08-11,7.629
1991-08-12,7.586
1991-08-13,7.516
1991-08-14,7.464
1991-08-15,7.466
1991-08-16,7.465
1991-08-17,7.404
1991-08-18,7.306
1991-08-19,7.349
1991-08-20,7.33
1991-08-21,7.23
1991-08-22,7.218
1991-08-23,7.185
1991-08-24,7.102
1991-08-25,7.151
1991-08-26,7.02
1991-08-27,6.97
1991-08-28,6.976
1991-08-29,6.889
1991-08-30,6.873
1991-08-31,6.786
1991-09-01,6.766
1991-09-02,6.706
1991-09-03,6.797
1991-09-04,6.796
1991-09-05,6.728
1991-09-06,6.617
1991-09-07,6.516
1991-09-08,6.465
1991-09-09,6.464
1991-09-10,6.445
1991-09-11,6.434
1991-09-12,6.369
1991-09-13,6.35
1991-09-14,6.28
1991-09-15,6.284
1991-09-16,6.259
1991-09-17,6.367
1991-09-18,6.319
1991-09-19,6.384
1991-09-20,6.386
1991-09-21,6.325
1991-09-22,6.297
1991-09-23,6.33
1991-09-24,6.411
1991-09-25,6.416
1991-09-26,6.431
1991-09-27,6.432
1991-09-28,6.511
1991-09-29,6.602
1991-09-30,6.7
1991-10-01,6.85
1991-10-02,6.988
1991-10-03,7.027
1991-10-04,7.16
1991-10-05,7.25
1991-10-06,7.35
1991-10-07,7.499
1991-10-08,7.579
1991-10-09,7.713
1991-10-10,7.811
1991-10-11,8.002
1991-10-12,8.243
1991-10-13,8.448
1991-10-14,8.609
1991-10-15,8.798
1991-10-16,8.924
1991-10-17,8.999
1991-10-18,9.184
1991-10-19,9.174
1991-10-20,9.194
1991-10-21,9.252
1991-10-22,9.257
1991-10-23,9.309
1991-10-24,9.348
1991-10-25,9.318
1991-10-26,9.404
1991-10-27,9.511
1991-10-28,9.576
1991-10-29,9.671
1991-10-30,9.64
1991-10-31,9.696
1991-11-01,9.854
1991-11-02,9.984
1991-11-03,10.048
1991-11-04,10.052
1991-11-05,10.161
1991-11-06,10.236
1991-11-07,10.294
1991-11-08,10.412
1991-11-09,10.53
1991-11-10,10.619
1991-11-11,10.653
1991-11-12,10.718
1991-11-13,10.773
1991-11-14,10.769
1991-11-15,10.779
1991-11-16,10.948
1991-11-17,10.946
1991-11-18,10.985
1991-11-19,11.077
1991-11-20,11.133
1991-11-21,11.202
1991-11-22,11.287
1991-11-23,11.396
1991-11-24,11.512
1991-11-25,11.615
1991-11-26,11.681
1991-11-27,11.667
1991-11-28,11.718
1991-11-29,11.725
1991-11-30,11.764
1991-12-01,12.026
1991-12-02,12.078
1991-12-03,12.104
1991-12-04,12.217
1991-12-05,12.3
1991-12-06,12.331
1991-12-07,12.377
1991-12-08,12.49
1991-12-09,12.517
1991-12-10,12.526
1991-12-11,12.58
1991-12-12,12.606
1991-12-13,12.808
1991-12-14,12.836
1991-12-15,12.907
1991-12-16,12.969
1991-12-17,12.994
1991-12-18,13.13
1991-12-19,13.083
1991-12-20,13.098
1991-12-21,13.14
1991-12-22,13.215
1991-12-23,13.367
1991-12-24,13.346
1991-12-25,13.465
1991-12-26,13.597
1991-12-27,13.658
1991-12-28,13.8
1991-12-29,13.954
1991-12-30,13.885
1991-12-31,13.894
1992-01-01,14.069
1992-01-02,14.092
1992-01-03,14.141
1992-01-04,14.072
1992-01-05,14.185
1992-01-06,14.254
1992-01-07,14.282
1992-01-08,14.406
1992-01-09,14.419
1992-01-10,14.481
1992-01-11,14.509
1992-01-12,14.51
1992-01-13,14.543
1992-01-14,14.631
1992-01-15,14.56
1992-01-16,14.52
1992-01-17,14.614
1992-01-18,14.658
1992-01-19,14.745
1992-01-20,14.772
1992-01-21,14.83
1992-01-22,14.906
1992-01-23,14.932
1992-01-24,14.946
1992-01-25,14.905
1992-01-26,15.0
1992-01-27,15.1
1992-01-28,15.212
1992-01-29,15.182
1992-01-30,15.188
1992-01-31,15.259
1992-02-01,15.419
1992-02-02,15.387
1992-02-03,15.396
1992-02-04,15.396
1992-02-05,15.365
1992-02-06,15.481
1992-02-07,15.446
1992-02-08,15.424
1992-02-09,15.43
1992-02-10,15.358
1992-02-11,15.318
1992-02-12,15.367
1992-02-13,15.382
1992-02-14,15.449
1992-02-15,15.466
1992-02-16,15.567
1992-02-17,15.561
1992-02-18,15.518
1992-02-19,15.532
1992-02-20,15.508
1992-02-21,15.523
1992-02-22,15.574
1992-02-23,15.535
1992-02-24,15.53
1992-02-25,15.494
1992-02-26,15.53
1992-02-27,15.496
1992-02-28,15.532
1992-02-29,15.417
1992-03-01,15.487
1992-03-02,15.516
1992-03-03,15.44
1992-03-04,15.402
1992-03-05,15.39
1992-03-06,15.399
1992-03-07,15.424
1992-03-08,15.48
1992-03-09,15.527
1992-03-10,15.525
1992-03-11,15.546
1992-03-12,15.576
1992-03-13,15.521
1992-03-14,15.493
1992-03-15,15.476
1992-03-16,15.422
1992-03-17,15.371
1992-03-18,15.406
1992-03-19,15.461
1992-03-20,15.505
1992-03-21,15.512
1992-03-22,15.547
1992-03-23,15.535
1992-03-24,15.56
1992-03-25,15.57
1992-03-26,15.569
1992-03-27,15.554
1992-03-28,15.543
1992-03-29,15.401
1992-03-30,15.41
1992-03-31,15.347
1992-04-01,15.311
1992-04-02,15.222
1992-04-03,15.135
1992-04-04,15.108
1992-04-05,15.013
1992-04-06,14.935
1992-04-07,14.93
1992-04-08,14.884
1992-04-09,14.809
1992-04-10,14.736
1992-04-11,14.747
1992-04-12,14.719
1992-04-13,14.708
1992-04-14,14.689
1992-04-15,14.709
1992-04-16,14.652
1992-04-17,14.677
1992-04-18,14.622
1992-04-19,14.607
1992-04-20,14.595
1992-04-21,14.563
1992-04-22,14.606
1992-04-23,14.571
1992-04-24,14.463
1992-04-25,14.351
1992-04-26,14.303
1992-04-27,14.297
1992-04-28,14.198
1992-04-29,14.121
1992-04-30,14.026
1992-05-01,13.867
1992-05-02,13.801
1992-05-03,13.657
1992-05-04,13.566
1992-05-05,13.53
1992-05-06,13.536
1992-05-07,13.502
1992-05-08,13.521
1992-05-09,13.436
1992-05-10,13.356
1992-05-11,13.24
1992-05-12,13.23
1992-05-13,13.192
1992-05-14,13.186
1992-05-15,13.162
1992-05-16,13.13
1992-05-17,13.089
1992-05-18,13.12
1992-05-19,13.09
1992-05-20,13.069
1992-05-21,13.06
1992-05-22,13.043
1992-05-23,12.978
1992-05-24,12.988
1992-05-25,12.934
1992-05-26,12.915
1992-05-27,12.947
1992-05-28,12.96
1992-05-29,12.89
1992-05-30,12.878
1992-05-31,12.809
1992-06-01,12.665
1992-06-02,12.644
1992-06-03,12.593
1992-06-04,12.59
1992-06-05,12.461
1992-06-06,12.415
1992-06-07,12.379
1992-06-08,12.382
1992-06-09,12.353
1992-06-10,12.334
1992-06-11,12.336
1992-06-12,12.32
1992-06-13,12.275
1992-06-14,12.266
1992-06-15,12.189
1992-06-16,12.16
1992-06-17,12.107
1992-06-18,12.026
1992-06-19,11.989
1992-06-20,12.014
1992-06-21,11.904
1992-06-22,11.886
1992-06-23,11.911
1992-06-24,11.852
1992-06-25,11.797
1992-06-26,11.82
1992-06-27,11.752
1992-06-28,11.732
1992-06-29,11.682
1992-06-30,11.569
1992-07-01,11.38
1992-07-02,11.341
1992-07-03,11.28
1992-07-04,11.242
1992-07-05,11.198
1992-07-06,11.087
1992-07-07,11.052
1992-07-08,10.988
1992-07-09,10.919
1992-07-10,10.825
1992-07-11,10.853
1992-07-12,10.723
1992-07-13,10.648
1992-07-14,10.603
1992-07-15,10.481
1992-07-16,10.333
1992-07-17,10.274
1992-07-18,10.252
1992-07-19,10.133
1992-07-20,10.058
1992-07-21,9.9
1992-07-22,9.906
1992-07-23,9.838
1992-07-24,9.744
1992-07-25,9.562
1992-07-26,9.437
1992-07-27,9.358
1992-07-28,9.304
1992-07-29,9.184
1992-07-30,9.076
1992-07-31,9.038
1992-08-01,8.888
1992-08-02,8.813
1992-08-03,8.707
1992-08-04,8.638
1992-08-05,8.545
1992-08-06,8.505
1992-08-07,8.401
1992-08-08,8.256
1992-08-09,8.185
1992-08-10,8.142
1992-08-11,7.999
1992-08-12,8.015
1992-08-13,8.009
1992-08-14,7.994
1992-08-15,7.915
1992-08-16,7.794
1992-08-17,7.757
1992-08-18,7.73
1992-08-19,7.775
1992-08-20,7.682
1992-08-21,7.674
1992-08-22,7.614
1992-08-23,7.562
1992-08-24,7.536
1992-08-25,7.446
1992-08-26,7.428
1992-08-27,7.4
1992-08-28,7.404
1992-08-29,7.346
1992-08-30,7.286
1992-08-31,7.237
1992-09-01,7.235
1992-09-02,7.319
1992-09-03,7.296
1992-09-04,7.279
1992-09-05,7.234
1992-09-06,7.169
1992-09-07,7.159
1992-09-08,7.212
1992-09-09,7.27
1992-09-10,7.269
1992-09-11,7.252
1992-09-12,7.256
1992-09-13,7.245
1992-09-14,7.28
1992-09-15,7.281
1992-09-16,7.324
1992-09-17,7.361
1992-09-18,7.419
1992-09-19,7.428
1992-09-20,7.483
1992-09-21,7.519
1992-09-22,7.576
1992-09-23,7.641
1992-09-24,7.728
1992-09-25,7.752
1992-09-26,7.85
1992-09-27,7.975
1992-09-28,8.068
1992-09-29,8.137
1992-09-30,8.194
1992-10-01,8.359
1992-10-02,8.387
1992-10-03,8.545
1992-10-04,8.619
1992-10-05,8.732
1992-10-06,8.819
1992-10-07,8.801
1992-10-08,8.885
1992-10-09,8.971
1992-10-10,9.052
1992-10-11,9.097
1992-10-12,9.177
1992-10-13,9.292
1992-10-14,9.281
1992-10-15,9.327
1992-10-16,9.41
1992-10-17,9.422
1992-10-18,9.43
1992-10-19,9.482
1992-10-20,9.473
1992-10-21,9.505
1992-10-22,9.626
1992-10-23,9.743
1992-10-24,9.771
1992-10-25,9.828
1992-10-26,9.794
1992-10-27,9.787
1992-10-28,9.901
1992-10-29,10.019
1992-10-30,10.158
1992-10-31,10.212
1992-11-01,10.376
1992-11-02,10.398
1992-11-03,10.368
1992-11-04,10.431
1992-11-05,10.424
1992-11-06,10.564
1992-11-07,10.653
1992-11-08,10.723
1992-11-09,10.669
1992-11-10,10.756
1992-11-11,10.844
1992-11-12,10.971
1992-11-13,11.051
1992-11-14,11.016
1992-11-15,11.138
1992-11-16,11.361
1992-11-17,11.576
1992-11-18,11.653
1992-11-19,11.81
1992-11-20,11.907
1992-11-21,11.986
1992-11-22,11.98
1992-11-23,12.103
1992-11-24,12.253
1992-11-25,12.273
1992-11-26,12.288
1992-11-27,12.348
1992-11-28,12.424
1992-11-29,12.511
1992-11-30,12.505
1992-12-01,12.715
1992-12-02,12.811
1992-12-03,12.855
1992-12-04,12.998
1992-12-05,13.013
1992-12-06,13.134
1992-12-07,13.189
1992-12-08,13.14
1992-12-09,13.116
1992-12-10,13.212
1992-12-11,13.355
1992-12-12,13.239
1992-12-13,13.298
1992-12-14,13.324
1992-12-15,13.417
1992-12-16,13.479
1992-12-17,13.429
1992-12-18,13.468
1992-12-19,13.57
1992-12-20,13.612
1992-12-21,13.619
1992-12-22,13.672
1992-12-23,13.67
1992-12-24,13.67
1992-12-25,13.666
1992-12-26,13.733
1992-12-27,13.736
1992-12-28,13.792
1992-12-29,13.837
1992-12-30,13.915
1992-12-31,13.945
1993-01-01,14.035
1993-01-02,14.141
1993-01-03,14.25
1993-01-04,14.255
1993-01-05,14.266
1993-01-06,14.22
1993-01-07,14.348
1993-01-08,14.434
1993-01-09,14.493
1993-01-10,14.507
1993-01-11,14.523
1993-01-12,14.593
1993-01-13,14.623
1993-01-14,14.765
1993-01-15,14.899
1993-01-16,14.985
1993-01-17,15.109
1993-01-18,15.138
1993-01-19,15.154
1993-01-20,15.206
1993-01-21,15.175
1993-01-22,15.324
1993-01-23,15.31
1993-01-24,15.394
1993-01-25,15.447
1993-01-26,15.515
1993-01-27,15.551
1993-01-28,15.601
1993-01-29,15.548
1993-01-30,15.507
1993-01-31,15.462
1993-02-01,15.449
1993-02-02,15.475
1993-02-03,15.555
1993-02-04,15.51
1993-02-05,15.52
1993-02-06,15.525
1993-02-07,15.65
1993-02-08,15.707
1993-02-09,15.778
1993-02-10,15.933
1993-02-11,15.796
1993-02-12,15.726
1993-02-13,15.744
1993-02-14,15.634
1993-02-15,15.652
1993-02-16,15.637
1993-02-17,15.763
1993-02-18,15.82
1993-02-19,15.798
1993-02-20,15.819
1993-02-21,15.799
1993-02-22,15.885
1993-02-23,15.874
1993-02-24,15.749
1993-02-25,15.553
1993-02-26,15.525
1993-02-27,15.611
1993-02-28,15.711
1993-03-01,15.754
1993-03-02,15.825
1993-03-03,15.839
1993-03-04,15.764
1993-03-05,15.882
1993-03-06,15.888
1993-03-07,15.878
1993-03-08,15.914
1993-03-09,15.929
1993-03-10,15.906
1993-03-11,15.985
1993-03-12,15.965
1993-03-13,16.048
1993-03-14,16.031
1993-03-15,15.865
1993-03-16,15.835
1993-03-17,15.86
1993-03-18,15.784
1993-03-19,15.635
1993-03-20,15.656
1993-03-21,15.734
1993-03-22,15.732
1993-03-23,15.776
1993-03-24,15.775
1993-03-25,15.719
1993-03-26,15.754
1993-03-27,15.699
1993-03-28,15.67
1993-03-29,15.74
1993-03-30,15.736
1993-03-31,15.63
1993-04-01,15.598
1993-04-02,15.527
1993-04-03,15.466
1993-04-04,15.398
1993-04-05,15.38
1993-04-06,15.381
1993-04-07,15.396
1993-04-08,15.348
1993-04-09,15.257
1993-04-10,15.286
1993-04-11,15.319
1993-04-12,15.296
1993-04-13,15.273
1993-04-14,15.248
1993-04-15,15.19
1993-04-16,15.182
1993-04-17,15.168
1993-04-18,15.079
1993-04-19,15.015
1993-04-20,14.957
1993-04-21,15.032
1993-04-22,14.88
1993-04-23,14.802
1993-04-24,14.837
1993-04-25,14.758
1993-04-26,14.717
1993-04-27,14.509
1993-04-28,14.391
1993-04-29,14.341
1993-04-30,14.285
1993-05-01,14.172
1993-05-02,14.134
1993-05-03,14.028
1993-05-04,14.036
1993-05-05,13.955
1993-05-06,13.902
1993-05-07,13.862
1993-05-08,13.872
1993-05-09,13.797
1993-05-10,13.674
1993-05-11,13.657
1993-05-12,13.604
1993-05-13,13.599
1993-05-14,13.571
1993-05-15,13.469
1993-05-16,13.37
1993-05-17,13.307
1993-05-18,13.21
1993-05-19,13.188
1993-05-20,13.061
1993-05-21,13.044
1993-05-22,12.957
1993-05-23,12.929
1993-05-24,12.887
1993-05-25,12.9
1993-05-26,12.812
1993-05-27,12.75
1993-05-28,12.758
1993-05-29,12.681
1993-05-30,12.665
1993-05-31,12.564
1993-06-01,12.431
1993-06-02,12.429
1993-06-03,12.363
1993-06-04,12.375
1993-06-05,12.342
1993-06-06,12.297
1993-06-07,12.278
1993-06-08,12.254
1993-06-09,12.248
1993-06-10,12.145
1993-06-11,12.095
1993-06-12,12.097
1993-06-13,12.024
1993-06-14,11.984
1993-06-15,11.907
1993-06-16,11.821
1993-06-17,11.842
1993-06-18,11.826
1993-06-19,11.709
1993-06-20,11.668
1993-06-21,11.637
1993-06-22,11.58
1993-06-23,11.575
1993-06-24,11.514
1993-06-25,11.45
1993-06-26,11.346
1993-06-27,11.318
1993-06-28,11.304
1993-06-29,11.199
1993-06-30,11.069
1993-07-01,10.845
1993-07-02,10.809
1993-07-03,10.751
1993-07-04,10.67
1993-07-05,10.571
1993-07-06,10.416
1993-07-07,10.176
1993-07-08,10.098
1993-07-09,10.003
1993-07-10,9.909
1993-07-11,9.735
1993-07-12,9.619
1993-07-13,9.583
1993-07-14,9.488
1993-07-15,9.449
1993-07-16,9.326
1993-07-17,9.293
1993-07-18,9.172
1993-07-19,9.062
1993-07-20,9.047
1993-07-21,9.068
1993-07-22,8.944
1993-07-23,8.849
1993-07-24,8.827
1993-07-25,8.76
1993-07-26,8.679
1993-07-27,8.594
1993-07-28,8.5
1993-07-29,8.498
1993-07-30,8.518
1993-07-31,8.508
1993-08-01,8.306
1993-08-02,8.204
1993-08-03,8.134
1993-08-04,8.128
1993-08-05,8.119
1993-08-06,8.07
1993-08-07,7.96
1993-08-08,7.912
1993-08-09,7.852
1993-08-10,7.757
1993-08-11,7.633
1993-08-12,7.56
1993-08-13,7.443
1993-08-14,7.41
1993-08-15,7.326
1993-08-16,7.247
1993-08-17,7.208
1993-08-18,7.194
1993-08-19,7.12
1993-08-20,7.079
1993-08-21,7.009
1993-08-22,6.934
1993-08-23,6.856
1993-08-24,6.814
1993-08-25,6.853
1993-08-26,6.714
1993-08-27,6.633
1993-08-28,6.528
1993-08-29,6.469
1993-08-30,6.464
1993-08-31,6.449
1993-09-01,6.348
1993-09-02,6.321
1993-09-03,6.304
1993-09-04,6.265
1993-09-05,6.205
1993-09-06,6.163
1993-09-07,6.162
1993-09-08,6.175
1993-09-09,6.218
1993-09-10,6.206
1993-09-11,6.22
1993-09-12,6.201
1993-09-13,6.161
1993-09-14,6.189
1993-09-15,6.189
1993-09-16,6.212
1993-09-17,6.295
1993-09-18,6.352
1993-09-19,6.365
1993-09-20,6.391
1993-09-21,6.341
1993-09-22,6.401
1993-09-23,6.457
1993-09-24,6.52
1993-09-25,6.64
1993-09-26,6.778
1993-09-27,6.9
1993-09-28,6.91
1993-09-29,6.99
1993-09-30,7.021
1993-10-01,7.251
1993-10-02,7.312
1993-10-03,7.292
1993-10-04,7.401
1993-10-05,7.65
1993-10-06,7.862
1993-10-07,8.057
1993-10-08,8.188
1993-10-09,8.336
1993-10-10,8.376
1993-10-11,8.535
1993-10-12,8.713
1993-10-13,8.883
1993-10-14,8.935
1993-10-15,8.908
1993-10-16,8.873
1993-10-17,8.886
1993-10-18,8.939
1993-10-19,8.999
1993-10-20,9.046
1993-10-21,9.147
1993-10-22,9.233
1993-10-23,9.358
1993-10-24,9.522
1993-10-25,9.596
1993-10-26,9.62
1993-10-27,9.684
1993-10-28,9.776
1993-10-29,9.849
1993-10-30,9.985
1993-10-31,10.158
1993-11-01,10.29
1993-11-02,10.424
1993-11-03,10.553
1993-11-04,10.639
1993-11-05,10.7
1993-11-06,10.794
1993-11-07,10.874
1993-11-08,10.988
1993-11-09,11.031
1993-11-10,11.032
1993-11-11,11.082
1993-11-12,11.14
1993-11-13,11.286
1993-11-14,11.326
1993-11-15,11.422
1993-11-16,11.361
1993-11-17,11.413
1993-11-18,11.435
1993-11-19,11.511
1993-11-20,11.61
1993-11-21,11.55
1993-11-22,11.594
1993-11-23,11.653
1993-11-24,11.746
1993-11-25,11.889
1993-11-26,11.917
1993-11-27,11.994
1993-11-28,12.04
1993-11-29,12.108
1993-11-30,12.16
1993-12-01,12.288
1993-12-02,12.345
1993-12-03,12.431
1993-12-04,12.475
1993-12-05,12.633
1993-12-06,12.69
1993-12-07,12.772
1993-12-08,12.97
1993-12-09,13.033
1993-12-10,13.147
1993-12-11,13.225
1993-12-12,13.246
1993-12-13,13.188
1993-12-14,13.281
1993-12-15,13.354
1993-12-16,13.414
1993-12-17,13.453
1993-12-18,13.59
1993-12-19,13.645
1993-12-20,13.783
1993-12-21,13.678
1993-12-22,13.68
1993-12-23,13.623
1993-12-24,13.631
1993-12-25,13.786
1993-12-26,13.867
1993-12-27,13.903
1993-12-28,13.886
1993-12-29,13.927
1993-12-30,13.977
1993-12-31,13.967
1994-01-01,14.095
1994-01-02,14.11
1994-01-03,14.042
1994-01-04,14.168
1994-01-05,14.231
1994-01-06,14.295
1994-01-07,14.381
1994-01-08,14.322
1994-01-09,14.397
1994-01-10,14.476
1994-01-11,14.515
1994-01-12,14.58
1994-01-13,14.595
1994-01-14,14.617
1994-01-15,14.685
1994-01-16,14.757
1994-01-17,14.807
1994-01-18,14.895
1994-01-19,14.865
1994-01-20,14.894
1994-01-21,14.948
1994-01-22,14.933
1994-01-23,15.021
1994-01-24,15.054
1994-01-25,15.089
1994-01-26,15.141
1994-01-27,15.255
1994-01-28,15.299
1994-01-29,15.359
1994-01-30,15.4
1994-01-31,15.397
1994-02-01,15.409
1994-02-02,15.42
1994-02-03,15.438
1994-02-04,15.429
1994-02-05,15.479
1994-02-06,15.515
1994-02-07,15.474
1994-02-08,15.521
1994-02-09,15.46
1994-02-10,15.525
1994-02-11,15.539
1994-02-12,15.541
1994-02-13,15.549
1994-02-14,15.579
1994-02-15,15.492
1994-02-16,15.507
1994-02-17,15.549
1994-02-18,15.581
1994-02-19,15.624
1994-02-20,15.701
1994-02-21,15.77
1994-02-22,15.738
1994-02-23,15.686
1994-02-24,15.682
1994-02-25,15.613
1994-02-26,15.592
1994-02-27,15.641
1994-02-28,15.679
1994-03-01,15.675
1994-03-02,15.765
1994-03-03,15.729
1994-03-04,15.735
1994-03-05,15.711
1994-03-06,15.658
1994-03-07,15.634
1994-03-08,15.601
1994-03-09,15.491
1994-03-10,15.502
1994-03-11,15.55
1994-03-12,15.521
1994-03-13,15.559
1994-03-14,15.589
1994-03-15,15.607
1994-03-16,15.562
1994-03-17,15.498
1994-03-18,15.475
1994-03-19,15.45
1994-03-20,15.368
1994-03-21,15.399
1994-03-22,15.399
1994-03-23,15.502
1994-03-24,15.543
1994-03-25,15.494
1994-03-26,15.523
1994-03-27,15.553
1994-03-28,15.555
1994-03-29,15.551
1994-03-30,15.485
1994-03-31,15.478
1994-04-01,15.47
1994-04-02,15.357
1994-04-03,15.307
1994-04-04,15.241
1994-04-05,15.146
1994-04-06,15.142
1994-04-07,15.095
1994-04-08,15.076
1994-04-09,15.088
1994-04-10,15.116
1994-04-11,15.052
1994-04-12,14.997
1994-04-13,15.004
1994-04-14,14.962
1994-04-15,14.89
1994-04-16,14.839
1994-04-17,14.78
1994-04-18,14.792
1994-04-19,14.754
1994-04-20,14.776
1994-04-21,14.773
1994-04-22,14.65
1994-04-23,14.634
1994-04-24,14.632
1994-04-25,14.618
1994-04-26,14.635
1994-04-27,14.578
1994-04-28,14.519
1994-04-29,14.418
1994-04-30,14.3
1994-05-01,14.126
1994-05-02,14.187
1994-05-03,14.147
1994-05-04,14.099
1994-05-05,14.105
1994-05-06,14.123
1994-05-07,14.028
1994-05-08,13.941
1994-05-09,13.91
1994-05-10,13.906
1994-05-11,13.871
1994-05-12,13.842
1994-05-13,13.804
1994-05-14,13.782
1994-05-15,13.707
1994-05-16,13.668
1994-05-17,13.655
1994-05-18,13.61
1994-05-19,13.517
1994-05-20,13.502
1994-05-21,13.461
1994-05-22,13.384
1994-05-23,13.296
1994-05-24,13.188
1994-05-25,13.157
1994-05-26,13.127
1994-05-27,13.11
1994-05-28,13.112
1994-05-29,13.039
1994-05-30,12.985
1994-05-31,12.967
1994-06-01,12.779
1994-06-02,12.696
1994-06-03,12.599
1994-06-04,12.575
1994-06-05,12.543
1994-06-06,12.52
1994-06-07,12.487
1994-06-08,12.383
1994-06-09,12.301
1994-06-10,12.295
1994-06-11,12.304
1994-06-12,12.239
1994-06-13,12.133
1994-06-14,12.137
1994-06-15,12.066
1994-06-16,11.968
1994-06-17,11.911
1994-06-18,11.896
1994-06-19,11.826
1994-06-20,11.777
1994-06-21,11.743
1994-06-22,11.68
1994-06-23,11.704
1994-06-24,11.626
1994-06-25,11.507
1994-06-26,11.442
1994-06-27,11.426
1994-06-28,11.356
1994-06-29,11.341
1994-06-30,11.232
1994-07-01,11.091
1994-07-02,11.0
1994-07-03,10.94
1994-07-04,10.905
1994-07-05,10.869
1994-07-06,10.844
1994-07-07,10.737
1994-07-08,10.719
1994-07-09,10.578
1994-07-10,10.498
1994-07-11,10.441
1994-07-12,10.402
1994-07-13,10.304
1994-07-14,10.157
1994-07-15,10.013
1994-07-16,9.955
1994-07-17,9.821
1994-07-18,9.761
1994-07-19,9.658
1994-07-20,9.534
1994-07-21,9.379
1994-07-22,9.273
1994-07-23,9.268
1994-07-24,9.218
1994-07-25,9.104
1994-07-26,9.08
1994-07-27,9.007
1994-07-28,8.937
1994-07-29,8.824
1994-07-30,8.734
1994-07-31,8.629
1994-08-01,8.505
1994-08-02,8.377
1994-08-03,8.37
1994-08-04,8.344
1994-08-05,8.229
1994-08-06,8.209
1994-08-07,8.089
1994-08-08,7.956
1994-08-09,7.912
1994-08-10,7.816
1994-08-11,7.724
1994-08-12,7.709
1994-08-13,7.627
1994-08-14,7.545
1994-08-15,7.588
