# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Feb 15 11:18:19 2014
#
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN st_dist:        Distance (val)
# COLUMN pl_disc:        Year of Discovery
#
rowid,pl_discmethod,pl_pnum,pl_orbper,pl_msinij,st_dist,pl_disc
478,Radial Velocity,1,1125.70000000,9.76000,121.36,2008
479,Radial Velocity,1,653.22000000,9.70000,33.46,2002
480,Radial Velocity,1,1928.00000000,5.10000,35.87,2005
481,Radial Velocity,1,1299.00000000,1.90000,106.38,2011
482,Radial Velocity,1,386.30000000,1.62000,34.57,2003
483,Radial Velocity,1,1057.00000000,3.12000,59.35,2008
484,Radial Velocity,1,176.30000000,2.90000,126.10,2010
485,Radial Velocity,1,103.95000000,5.76000,55.19,2008
486,Radial Velocity,2,44.23600000,2.12000,42.68,2009
487,Radial Velocity,2,1008.00000000,6.56000,42.68,2009
488,Radial Velocity,1,528.40000000,1.21000,12.87,2003
489,Radial Velocity,1,1027.00000000,0.85000,53.05,2009
490,Radial Velocity,1,331.50000000,0.96000,59.28,2009
491,Radial Velocity,1,2.87589110,,78.86,2005
492,Radial Velocity,1,4.07200000,1.33000,63.49,2005
493,Radial Velocity,1,2.39100000,15.50000,76.51,2009
494,Radial Velocity,1,1096.20000000,0.16800,29.55,2011
495,Radial Velocity,1,2097.00000000,3.00000,85.18,2009
496,Radial Velocity,1,689.00000000,1.50000,182.82,2011
497,Radial Velocity,1,499.40000000,2.73000,51.87,2008
498,Radial Velocity,1,18.59600000,0.01930,18.08,2011
499,Radial Velocity,1,3342.00000000,0.94700,18.06,2006
500,Radial Velocity,1,163.90000000,5.02000,65.79,2008
501,Radial Velocity,2,408.60000000,2.24000,68.54,2004
502,Radial Velocity,2,3452.00000000,2.58000,68.54,2014
503,Radial Velocity,2,194.30000000,0.85000,43.40,2007
504,Radial Velocity,2,391.90000000,0.82000,43.40,2007
505,Radial Velocity,1,131.05000000,9.71000,35.37,2011
506,Radial Velocity,1,842.00000000,0.75000,55.10,2009
507,Radial Velocity,1,4.64550000,0.01300,24.05,2010
508,Radial Velocity,1,359.55460000,10.57000,49.00,2007
509,Radial Velocity,1,104.84000000,0.12000,33.48,2011
510,Radial Velocity,1,521.00000000,1.80000,114.15,2011
511,Radial Velocity,2,12.62000000,1.13000,68.59,2013
512,Radial Velocity,2,248.40000000,1.90000,68.59,2013
513,Radial Velocity,2,1178.40000000,2.10000,52.72,2006
514,Radial Velocity,2,352.30000000,0.73000,52.72,2012
515,Radial Velocity,4,643.25000000,,15.28,2000
516,Radial Velocity,4,4205.80000000,1.81400,15.28,2004
517,Radial Velocity,4,9.63860000,,15.28,2004
518,Radial Velocity,4,310.55000000,,15.28,2006
519,Radial Velocity,1,8.42819800,14.40000,31.26,2002
520,Radial Velocity,2,75.29000000,0.77000,69.44,2010
521,Radial Velocity,2,1314.00000000,2.29000,69.44,2010
522,Radial Velocity,1,282.40000000,0.48000,51.81,2010
523,Radial Velocity,1,606.40000000,2.70000,37.98,2009
524,Radial Velocity,1,1155.00000000,0.36000,21.92,2005
525,Radial Velocity,1,5144.00000000,3.53000,42.99,2012
526,Radial Velocity,1,420.77000000,1.70000,50.00,2007
527,Radial Velocity,2,58.11289000,8.02000,37.88,1998
528,Radial Velocity,2,1749.50000000,18.10000,37.88,2000
529,Radial Velocity,1,6.40300000,0.23000,43.12,2002
530,Radial Velocity,2,225.62000000,2.88000,36.32,2000
531,Radial Velocity,2,2102.00000000,4.04000,36.32,2003
532,Radial Velocity,1,1145.00000000,0.67000,64.98,2007
533,Radial Velocity,1,538.00000000,1.83000,,2007
534,Radial Velocity,1,1523.00000000,2.60000,44.05,2009
535,Radial Velocity,1,323.60000000,2.70000,134.95,2008
536,Radial Velocity,1,1290.00000000,7.80000,67.02,2009
537,Radial Velocity,1,297.30000000,0.61000,127.55,2007
538,Astrometry,1,1016.00000000,,14.98,2010
539,Radial Velocity,2,406.60000000,1.49000,59.03,1999
540,Radial Velocity,2,110.90000000,0.15000,59.03,2010
541,Radial Velocity,1,71.48400000,7.03000,46.73,2001
542,Radial Velocity,1,14.47600000,0.08000,63.69,2008
543,Radial Velocity,1,3.09250000,0.95000,27.05,2000
544,Radial Velocity,1,396.03000000,,131.75,2010
545,Radial Velocity,1,479.00000000,1.60000,114.55,2009
546,Radial Velocity,1,663.00000000,3.30000,115.47,2009
547,Radial Velocity,3,9.37430000,0.02380,26.15,2008
548,Radial Velocity,3,962.00000000,0.64000,26.15,2008
549,Radial Velocity,3,2172.00000000,0.54000,26.15,2008
550,Radial Velocity,1,956.00000000,0.37000,55.93,2009
551,Radial Velocity,2,634.23000000,3.69000,52.83,2004
552,Radial Velocity,2,2950.00000000,3.82000,52.83,2008
553,Radial Velocity,1,6.83800000,0.94000,47.37,2006
554,Radial Velocity,1,986.00000000,0.75000,44.98,2006
555,Radial Velocity,2,3.09700000,0.52000,47.92,1998
556,Radial Velocity,2,3810.00000000,1.99000,47.92,1999
557,Radial Velocity,1,456.46000000,1.26000,52.63,2004
558,Radial Velocity,1,14.27500000,0.03160,17.72,2011
559,Radial Velocity,1,2.21857578,,19.25,2005
560,Radial Velocity,1,1136.10000000,5.93000,62.11,2002
561,Radial Velocity,2,2891.00000000,1.50200,15.89,2003
562,Radial Velocity,2,17.10000000,0.05700,15.89,2005
563,Radial Velocity,1,1038.10000000,1.90000,54.23,2007
564,Radial Velocity,1,4885.00000000,3.10000,189.39,2009
565,Radial Velocity,1,24.34800000,0.72000,19.89,1999
566,Radial Velocity,2,74.72000000,0.05318,8.82,2011
567,Radial Velocity,2,525.80000000,0.07552,8.82,2011
568,Radial Velocity,1,351.50000000,2.50000,67.39,2007
569,Radial Velocity,1,18.20163000,3.70000,37.35,1999
570,Radial Velocity,1,1289.00000000,3.00000,46.93,2002
571,Radial Velocity,1,3638.00000000,6.90000,43.57,2012
572,Radial Velocity,1,1333.00000000,2.58000,32.99,2007
573,Radial Velocity,1,1035.70000000,0.79000,32.83,2011
574,Radial Velocity,2,613.80000000,1.85000,68.35,2010
575,Radial Velocity,2,825.00000000,0.89500,68.35,2010
576,Radial Velocity,2,255.87000000,17.40000,46.34,2002
577,Radial Velocity,2,1383.40000000,2.44000,46.34,2004
578,Imaging,1,,,40.85,2006
579,Radial Velocity,3,1931.00000000,4.05000,47.30,2009
580,Radial Velocity,3,34.87300000,0.05400,47.30,2011
581,Radial Velocity,3,2831.60000000,1.68000,47.30,2012
582,Radial Velocity,1,1733.00000000,0.26600,26.95,2011
583,Radial Velocity,1,279.80000000,1.37000,90.33,2008
584,Radial Velocity,1,610.00000000,2.20000,170.07,2009
585,Radial Velocity,2,161.97000000,,55.31,2012
586,Radial Velocity,2,1155.70000000,,55.31,2012
587,Radial Velocity,1,123.00000000,0.45000,43.99,2004
588,Radial Velocity,1,875.50000000,9.90000,352.11,2012
589,Radial Velocity,1,3.52474859,,47.08,1999
590,Radial Velocity,1,442.10000000,1.23000,21.29,1998
591,Radial Velocity,1,354.80000000,,55.93,2007
592,Radial Velocity,1,2.24571500,0.45000,52.72,2005
593,Radial Velocity,1,373.30000000,2.30000,121.80,2009
594,Radial Velocity,1,951.00000000,4.50000,40.75,2001
595,Radial Velocity,2,7.28250000,0.00870,21.52,2011
596,Radial Velocity,2,10.86600000,0.00970,21.52,2011
597,Radial Velocity,2,191.99000000,0.10100,38.64,2011
598,Radial Velocity,2,2277.00000000,0.24600,38.64,2011
599,Radial Velocity,2,3.93000000,0.01700,43.53,2009
600,Radial Velocity,2,567.00000000,0.33000,43.53,2009
601,Radial Velocity,1,1311.00000000,1.26000,33.29,2002
602,Radial Velocity,1,1294.00000000,2.10000,26.52,2002
603,Radial Velocity,1,118.45000000,0.65000,37.89,2003
604,Radial Velocity,2,7.12681600,1.39000,19.72,1998
605,Radial Velocity,2,4270.00000000,2.60000,19.72,2005
606,Radial Velocity,1,1319.00000000,13.00000,54.92,2010
607,Radial Velocity,1,225.70000000,0.21000,29.94,2010
608,Radial Velocity,1,5501.00000000,10.39000,29.20,2012
609,Radial Velocity,1,2093.30000000,,,2012
610,Radial Velocity,1,3.83350000,0.06000,81.10,2007
611,Radial Velocity,1,672.10000000,11.10000,289.02,2012
612,Radial Velocity,1,2209.00000000,1.06000,45.23,2012
613,Radial Velocity,1,3724.70000000,1.45000,48.43,2011
614,Radial Velocity,1,456.10000000,3.09000,52.88,2007
615,Radial Velocity,1,3999.00000000,1.90000,50.45,2011
616,Radial Velocity,1,572.38000000,7.75000,41.95,1999
617,Radial Velocity,1,26.73000000,0.71000,94.07,2006
618,Radial Velocity,1,141.60000000,1.08000,108.46,2007
619,Radial Velocity,1,192.00000000,6.57500,,2013
620,Radial Velocity,1,501.75000000,6.90000,,2009
621,Radial Velocity,1,745.70000000,5.30000,307.69,2011
622,Radial Velocity,1,2443.00000000,2.54000,54.92,2009
623,Radial Velocity,1,8.78360000,0.02650,9.42,2008
624,Radial Velocity,1,3.36900000,0.76000,50.20,2004
625,Radial Velocity,2,345.72000000,1.42000,44.80,2009
626,Radial Velocity,2,9017.80000000,,44.80,2011
627,Radial Velocity,1,57.00000000,0.47000,23.80,2010
628,Radial Velocity,1,16.20000000,1.25000,223.21,2010
629,Radial Velocity,3,6.67385500,3.88000,52.88,2005
630,Radial Velocity,3,147.73000000,1.28000,52.88,2006
631,Radial Velocity,3,952.00000000,0.57000,52.88,2009
632,Radial Velocity,1,41.39700000,0.29800,11.03,2010
633,Radial Velocity,3,8.13520000,0.03600,25.87,2011
634,Radial Velocity,3,32.03000000,0.41000,25.87,2011
635,Radial Velocity,3,431.70000000,0.52700,25.87,2011
636,Imaging,1,,,11.43,2010
637,Radial Velocity,1,124.60000000,9.18000,149.25,2013
638,Radial Velocity,1,17337.50000000,9.00000,23.98,2009
639,Radial Velocity,1,511.09800000,8.82000,31.33,2002
640,Imaging,1,,,131.93,2010
641,Radial Velocity,1,111.70000000,2.10000,14.90,2009
642,Radial Velocity,1,5.05050000,1.06800,44.46,2013
643,Radial Velocity,1,311.28800000,1.94000,17.24,1999
644,Imaging,4,170000.00000000,,39.94,2008
645,Imaging,4,69000.00000000,,39.94,2008
646,Imaging,4,37000.00000000,,39.94,2008
647,Imaging,4,18000.00000000,,39.94,2010
648,Transit,1,1.21751400,,262.00,2012
649,Transit,1,4.11379120,,124.22,2012
650,Transit,1,2.70339040,1.47000,178.00,2013
651,Transit,1,7.84570000,,222.00,2014
652,Transit,1,2.47063000,,213.00,2006
653,Transit,1,2.20473700,,320.00,2008
654,Transit,1,4.88781620,,38.00,2008
655,Transit,1,3.21346000,,550.00,2009
656,Transit,1,3.54846000,,,2009
657,Transit,1,3.23472300,,,2009
658,Transit,1,4.88552500,,,2009
659,Transit,1,3.52254000,,1330.00,2010
660,Transit,3,19.24000000,,650.00,2010
661,Transit,3,38.91000000,,650.00,2010
662,Transit,3,1.59285100,,650.00,2010
663,Transit,2,0.83749500,,173.00,2011
664,Transit,2,45.29485000,,173.00,2011
665,Transit,6,10.30390000,,613.00,2010
666,Transit,6,13.02410000,,613.00,2010
667,Transit,6,22.68450000,,613.00,2010
668,Transit,6,31.99960000,,613.00,2010
669,Transit,6,46.68880000,,613.00,2010
670,Transit,6,118.38070000,,613.00,2010
671,Transit,1,4.43796370,,600.00,2011
672,Transit,1,1.76358920,,,2011
673,Transit,1,6.79012300,,980.00,2011
674,Transit,1,4.94278200,,,2011
675,Transit,1,228.77600000,,61.00,2011
676,Transit,1,1.48571080,,800.00,2011
677,Transit,3,3.50472500,,,2011
678,Transit,3,7.64159000,,,2011
679,Transit,3,14.85888000,,,2011
680,Transit,2,9.28699440,,2119.00,2011
681,Transit Timing Variations,2,160.00000000,,2119.00,2011
682,Transit,5,3.69612190,,290.00,2011
683,Transit,5,10.85409200,,290.00,2011
684,Transit,5,77.61184000,,290.00,2011
685,Transit,5,6.09849300,,290.00,2011
686,Transit,5,19.57706000,,290.00,2011
687,Transit,1,2.78575500,,108.00,2011
688,Transit,1,289.86230000,,190.00,2011
689,Transit,2,7.10730000,,800.00,2011
690,Transit,2,10.74210000,,800.00,2011
691,Transit,2,8.14530000,,1200.00,2011
692,Transit,2,12.33350000,,1200.00,2011
693,Transit,3,6.23850000,,,2011
694,Transit,3,12.72040000,,,2011
695,Radial Velocity,3,123.00000000,,,2014
696,Transit,2,12.28290000,,,2011
697,Transit,2,17.25130000,,,2011
698,Transit,2,15.33480000,,,2011
699,Transit,2,31.33090000,,,2011
700,Transit,2,5.91230000,,,2011
701,Transit,2,8.98580000,,,2011
702,Transit,2,10.33760000,,1400.00,2011
703,Transit,2,13.29070000,,1400.00,2011
704,Transit,3,29.33434000,,1400.00,2012
705,Transit,3,60.32310500,,1400.00,2012
706,Transit,3,143.34394000,,1400.00,2012
707,Transit,2,20.86130000,,2100.00,2011
708,Transit,2,42.63180000,,2100.00,2011
709,Transit,5,5.90124000,,303.00,2011
710,Transit,5,8.75220000,,303.00,2011
711,Transit,5,22.78020000,,303.00,2012
712,Transit,5,2.89600000,,303.00,2012
713,Transit,5,0.74296000,,303.00,2012
714,Transit,5,5.66793000,,,2011
715,Transit,5,13.17562000,,,2011
716,Transit,5,21.77596000,,,2011
717,Transit,5,31.78440000,,,2011
718,Transit,5,41.02902000,,,2011
719,Transit,1,288.82200000,,1499.00,2011
720,Transit,1,131.45800000,,1645.00,2011
721,Transit,2,13.83989000,,470.00,2012
722,Transit,2,16.23855000,,470.00,2012
723,Transit,3,13.36730800,,66.00,2013
724,Transit,3,21.30188600,,66.00,2013
725,Transit,3,39.79218700,,66.00,2013
726,Transit,1,105.59900000,,600.00,2012
727,Transit,1,21.08740000,,1200.00,2011
728,Transit,1,6.87349000,,2700.00,2010
729,Transit,1,1.85555800,,770.00,2011
730,Transit,3,1.21376720,,38.70,2011
731,Transit,3,0.45328509,,38.70,2011
732,Transit,3,1.86516900,,38.70,2011
733,Transit,1,3.02409500,,1950.00,2011
734,Transit,1,3.24674000,,2250.00,2011
735,Transit,1,2.45523900,,333.00,2011
736,Transit,2,33.60134000,,855.00,2012
737,Transit Timing Variations,2,57.01100000,,855.00,2012
738,Transit,2,49.53200000,,1500.00,2012
739,Transit,2,303.13700000,,1500.00,2012
740,Transit,4,4.77798030,,,2012
741,Transit,4,9.67392830,,,2012
742,Transit,4,42.89610000,,,2014
743,Radial Velocity,4,982.00000000,,,2014
744,Transit,2,7.20379450,,,2012
745,Transit,2,10.91293430,,,2012
746,Transit,2,7.81254000,,,2012
747,Transit,2,9.37647000,,,2012
748,Transit,3,45.15400000,,,2012
749,Transit,3,85.31200000,,,2012
750,Transit Timing Variations,3,,,,2014
751,Transit,2,7.87735650,,,2012
752,Transit,2,16.38500210,,,2012
753,Transit,2,18.64895250,,,2012
754,Transit,2,38.55830380,,,2012
755,Transit,2,8.01094340,,,2012
756,Transit,2,12.07172490,,,2012
757,Transit,2,27.94814490,,,2012
758,Transit,2,42.15164180,,,2012
759,Transit,2,10.50160000,,,2012
760,Transit,2,21.40239000,,,2012
761,Transit,2,5.72931960,,,2012
762,Transit,2,11.60925670,,,2012
763,Transit,2,10.21849540,,,2012
764,Transit,2,15.57415680,,,2012
765,Transit,2,11.86817070,,,2012
766,Transit,2,17.98012350,,,2012
767,Transit,3,7.13161850,,,2012
768,Transit,3,8.91934590,,,2012
769,Transit,3,11.90161710,,,2012
770,Transit,1,59.87756000,,,2013
771,Transit,5,5.71493200,,368.00,2013
772,Transit,5,12.44170000,,368.00,2013
773,Transit,5,18.16406000,,368.00,2013
774,Transit,5,122.38740000,,368.00,2013
775,Transit,5,267.29100000,,368.00,2013
776,Transit,1,9.43415050,,200.00,2013
777,Transit,1,138.31700000,,1000.00,2012
778,Transit,3,2.15491000,,,2012
779,Transit,3,5.85994400,,,2012
780,Transit,3,8.13123000,,,2012
781,Transit,1,17.81581500,,1107.00,2013
782,Transit,1,15.72590000,,1107.00,2013
783,Transit,3,5.39876300,,135.00,2012
784,Transit,3,9.60508500,,135.00,2012
785,Radial Velocity,3,580.00000000,0.94700,135.00,2012
786,Transit,2,13.72234100,,,2013
787,Transit,2,242.46130000,,,2013
788,Orbital Brightness Modulation,2,0.24010400,,1180.00,2011
789,Orbital Brightness Modulation,2,0.34288700,,1180.00,2011
790,Transit,1,3.90512000,,800.00,2010
791,Transit,1,7.34071800,,1330.00,2013
792,Transit,1,8.88492400,,1140.00,2013
793,Orbital Brightness Modulation,1,1.54492875,,,2013
794,Transit,1,3.57878087,,570.00,2013
795,Transit,1,0.35500000,,,2013
796,Transit,2,13.48500000,,,2012
797,Transit,2,27.40200000,,,2012
798,Transit,2,7.05300000,,,2012
799,Transit,2,9.52200000,,,2012
800,Transit,2,5.95500000,,,2012
801,Transit,2,12.04000000,,,2012
802,Transit,2,26.44400000,,,2012
803,Transit,2,51.53800000,,,2012
804,Transit,2,9.77000000,,,2012
805,Transit,2,20.09000000,,,2012
806,Transit,2,8.72600000,,,2012
807,Transit,2,12.88300000,,,2012
808,Transit,2,8.30600000,,,2012
809,Transit,2,12.51300000,,,2012
810,Transit,1,282.52550000,,,2013
811,Transit,2,114.73635000,,,2013
812,Transit,2,191.23180000,,,2013
813,Transit,2,10.95416000,,339.00,2013
814,Transit Timing Variations,2,22.33950000,,339.00,2013
815,Transit,4,3.74320800,,,2013
816,Transit,4,10.42364800,,,2013
817,Transit,4,22.34298900,,,2013
818,Transit,4,54.32031000,,,2013
819,Transit,7,7.00815100,,780.00,2013
820,Transit,7,8.71937500,,780.00,2013
821,Transit,7,59.73667000,,780.00,2013
822,Transit,7,91.93913000,,780.00,2013
823,Transit,7,124.91440000,,780.00,2013
824,Transit,7,210.60697000,,780.00,2013
825,Transit,7,331.60059000,,780.00,2013
826,Transit,1,6.24658000,,1030.00,2013
827,Transit,2,13.74900000,,,2013
828,Transit,2,26.72300000,,,2013
829,Transit,2,4.72674000,,,2014
830,Radial Velocity,2,1460.00000000,,,2014
831,Transit,2,2.50806000,,,2014
832,Radial Velocity,2,820.30000000,,,2014
833,Transit,1,11.52310000,,,2014
834,Transit,1,16.23850000,,,2014
835,Transit,2,2.58664000,,,2014
836,Radial Velocity,2,789.00000000,,,2014
837,Transit,1,1.54168000,,,2014
838,Transit,1,4.60358000,,,2014
839,Transit,3,6.88705000,,,2014
840,Transit,3,12.81590000,,,2014
841,Transit,3,35.33310000,,,2014
842,Transit,5,5.28696000,,,2014
843,Transit,5,7.07142000,,,2014
844,Transit,5,10.31170000,,,2014
845,Transit,5,16.14570000,,,2013
846,Transit,5,27.45360000,,,2014
847,Transit,2,15.96540000,,,2014
848,Transit,2,179.61200000,,,2014
849,Transit,2,5.41220000,,,2013
850,Transit,4,6.16486000,,,2014
851,Transit,4,13.57080000,,,2014
852,Transit,4,23.98020000,,,2014
853,Transit,4,43.84450000,,,2014
854,Transit,2,6.48163000,,,2014
855,Transit,2,21.22270000,,,2014
856,Transit,2,4.75400000,,,2014
857,Transit,2,8.92507000,,,2014
858,Transit,2,8.04100000,,,2013
859,Transit,2,11.77600000,,,2013
860,Transit,2,15.09000000,,,2013
861,Transit,2,22.80400000,,,2013
862,Transit,3,27.50868000,,,2013
863,Transit,2,16.09200000,,,2014
864,Transit,2,25.51690000,,,2014
865,Transit,2,13.78164000,,,2014
866,Transit,2,23.08933000,,,2014
867,Transit,2,22.95100000,,,2013
868,Transit,2,42.88200000,,,2013
869,Transit,2,36.85500000,,,2013
870,Transit,2,49.41200000,,,2013
871,Transit,2,23.65400000,,,2013
872,Transit,2,50.44700000,,,2013
873,Transit,2,31.88400000,,,2013
874,Transit,2,48.64800000,,,2013
875,Transit,2,17.32400000,,,2013
876,Transit,2,33.00600000,,,2013
877,Transit,2,35.73600000,,,2013
878,Transit,2,54.41400000,,,2013
879,Transit,2,24.80600000,,,2013
880,Transit,2,44.34700000,,,2013
881,Transit,2,5.48700000,,,2013
882,Transit,2,8.29100000,,,2013
883,Transit,2,10.41600000,,,2013
884,Transit,2,13.08400000,,,2013
885,Transit,2,34.92100000,,,2013
886,Transit,2,71.31200000,,,2013
887,Transit,2,17.84900000,,,2013
888,Transit,2,26.13600000,,,2013
889,Transit,2,42.99400000,,,2013
890,Transit,2,88.50500000,,,2013
891,Transit,2,2.42629000,,,2014
892,Transit,2,4.62332000,,,2014
893,Transit,2,0.66931000,,,2014
894,Radial Velocity,2,3000.00000000,,,2014
895,Transit,1,2.46502000,,,2014
896,Transit,1,68.95840000,,,2014
897,Transit,1,17.83364800,,132.00,2013
898,Transit,1,3.00516000,,,2013
899,Transit,1,1.72086123,,1056.00,2014
900,Transit,1,66.26200000,,,2014
901,Imaging,1,40000.00000000,,,2011
902,Transit,1,3.91405000,,2000.00,2007
903,Microlensing,1,,,,2008
904,Microlensing,1,,,,2008
905,Microlensing,1,,,,2009
906,Microlensing,1,,,3600.00,2013
907,Microlensing,1,2780.00000000,,,2011
908,Microlensing,1,,,,2010
909,Microlensing,1,1970.00000000,,,2010
910,Microlensing,1,,,2300.00,2012
911,Microlensing,1,,,2800.00,2012
912,Microlensing,1,,,7720.00,2012
913,Microlensing,1,,,7560.00,2013
914,Radial Velocity,1,677.80000000,19.80000,,2007
915,Radial Velocity,1,6.95800000,0.34000,,2014
916,Radial Velocity,1,5.11800000,0.40000,,2014
917,Radial Velocity,1,121.71000000,1.54000,,2014
918,Microlensing,1,,,,2004
919,Microlensing,1,3600.00000000,,,2005
920,Microlensing,1,3300.00000000,,,2006
921,Microlensing,1,3500.00000000,,,2005
922,Microlensing,2,1825.00000000,,,2008
923,Microlensing,2,5100.00000000,,,2008
924,Microlensing,1,,,,2009
925,Microlensing,1,,,2570.00,2012
926,Microlensing,2,,,4080.00,2012
927,Microlensing,2,,,4080.00,2012
928,Microlensing,1,,,1760.00,2013
929,Microlensing,1,,,4970.00,2013
930,Transit,1,2.48553350,,,2008
931,Transit,1,3.10127800,,,2004
932,Transit,1,1.21191890,,,2002
933,Transit,1,4.01610000,,,2004
934,Transit,1,1.43247520,,600.00,2004
935,Transit,1,1.68986800,,2500.00,2004
936,Transit,1,3.97910000,,,2007
937,Transit,1,3.67724000,,,2007
938,Imaging,1,730000.00000000,,,2006
939,Transit,1,3.16062960,,1200.00,2013
940,Radial Velocity,1,4.42640000,,,2012
941,Radial Velocity,1,2.14510000,,,2012
942,Pulsar Timing,3,25.26200000,,,1992
943,Pulsar Timing,3,66.54190000,,,1992
944,Pulsar Timing,3,98.21140000,,,1994
945,Pulsar Timing,1,36525.00000000,,,2003
946,Pulsar Timing,1,0.09070629,,1200.00,2011
947,Transit,1,1.42003300,,,2010
948,Transit,1,1.33711820,,,2011
949,Imaging,1,,,135.00,2013
950,Imaging,1,,,120.00,2013
951,Imaging,1,,,,2010
952,Transit,1,4.20000000,,8500.00,2006
953,Transit,1,1.79600000,,8500.00,2006
954,Transit,1,3.03006500,,152.30,2004
955,Transit,1,1.30618581,,228.00,2007
956,Transit,1,3.55394500,,492.00,2007
957,Transit,1,1.48224460,,360.00,2011
958,Imaging,1,,,,2008
959,Pulsation Timing Variations,1,1170.00000000,,,2007
960,Transit,1,2.51994490,,408.00,2007
961,Transit,1,2.15222600,,147.00,2007
962,Transit,1,1.84683500,,220.00,2007
963,Transit,1,1.33823187,,300.00,2007
964,Transit,1,1.62843142,,300.00,2008
965,Transit,1,3.36100600,,,2009
966,Transit,1,4.95465800,,140.00,2008
967,Transit,1,8.15871500,,87.00,2010
968,Transit,1,3.09276160,,90.00,2008
969,Transit,1,3.72247470,,121.70,2008
970,Transit,1,1.09142300,,,2008
971,Transit,1,4.35301100,,155.00,2009
972,Transit,1,2.24375200,,160.00,2008
973,Transit,1,3.75206560,,,2009
974,Transit,1,3.11860090,,,2009
975,Transit,1,3.73544170,,400.00,2009
976,Transit,1,0.94145299,,105.49,2009
977,Transit,1,0.78884000,,250.00,2009
978,Transit,1,4.32248200,,242.00,2010
979,Transit,1,3.53273130,,300.00,2010
980,Transit,1,2.94442560,,,2010
981,Transit,1,2.34121242,,,2010
982,Transit,1,3.76482500,,,2010
983,Transit,1,2.75660040,,250.00,2010
984,Transit,1,3.40882100,,,2010
985,Transit,1,3.92272700,,70.00,2010
986,Transit,1,3.40590960,,360.00,2010
987,Transit,1,2.71865900,,,2010
988,Transit,1,1.21986690,,116.14,2010
989,Transit,1,4.31767820,,120.00,2010
990,Transit,1,3.16157500,,,2011
991,Transit,1,1.53736530,,450.00,2011
992,Transit,1,3.57746900,,343.00,2010
993,Transit,1,6.87181500,,110.00,2010
994,Transit,1,4.05525900,,230.00,2011
995,Transit,1,3.05240100,,180.00,2010
996,Transit,1,4.98168720,,160.00,2012
997,Transit,1,0.81347500,,80.00,2011
998,Transit,1,2.42380390,,,2011
999,Transit,1,3.12608760,,,2011
1000,Transit,1,1.43037000,,,2011
1001,Transit,1,4.15913990,,200.00,2012
1002,Transit,1,2.14363400,,,2011
1003,Transit,1,2.78173870,,170.00,2012
1004,Transit,1,1.95509590,,230.00,2011
1005,Transit,1,1.74977980,,140.00,2012
1006,Transit,1,3.69364110,,200.00,2012
1007,Transit,1,4.46563300,,330.00,2012
1008,Transit,1,4.61710100,,255.00,2012
1009,Transit,1,2.83897100,,455.00,2012
1010,Transit,1,5.01718000,,300.00,2012
1011,Transit,1,7.91958500,,125.00,2012
1012,Transit,1,4.30500110,,400.00,2012
1013,Transit,1,3.85590000,,480.00,2012
1014,Transit,1,4.41195300,,160.00,2012
1015,Transit,1,4.37809000,,330.00,2012
1016,Transit,1,1.57329180,,350.00,2012
1017,Transit,1,2.31142430,,310.00,2013
1018,Transit,1,4.08605200,,380.00,2012
1019,Transit,1,4.61442000,,225.00,2012
1020,Transit,1,2.90367470,,345.00,2012
1021,Transit,1,2.21674210,,340.00,2012
1022,Transit,1,2.48419300,,260.00,2013
1023,Transit,1,1.36003090,,93.00,2012
1024,Transit,1,2.17517632,,550.00,2012
1025,Transit,1,3.66238660,,240.00,2012
1026,Transit,1,3.06785040,,60.00,2012
1027,Transit,1,0.92554200,,470.00,2014
1028,Imaging,1,,,19.20,2011
1029,Transit,1,3.35205700,,3200.00,2012
1030,Imaging,1,,,10.10,2012
1031,Transit,1,3.94150685,,172.00,2006
1032,Transit,1,2.61586400,,148.00,2007
1033,Transit,1,3.19152390,,174.00,2007
1034,Transit,1,4.12508280,,293.00,2008
1035,Transit,1,4.18775700,,260.00,2008
