,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
3175304,1,2019-03-13 11:41:11,2019-03-13 11:55:08,1,3.5,1,N,239,152,2,13.5,2.5,0.5,0.0,0.0,0.3,16.8,2.5
4142411,2,2019-03-16 20:18:41,2019-03-16 20:28:10,1,2.03,1,N,48,140,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5
3377487,1,2019-03-14 04:49:54,2019-03-14 05:08:53,1,14.4,1,N,132,226,2,38.5,0.5,0.5,0.0,0.0,0.3,39.8,0.0
4362977,2,2019-03-17 18:36:22,2019-03-17 18:58:38,1,3.75,1,N,230,79,1,16.5,0.0,0.5,3.96,0.0,0.3,23.76,2.5
1593821,2,2019-03-07 10:28:38,2019-03-07 10:37:37,2,1.62,1,N,164,114,1,8.0,0.0,0.5,1.0,0.0,0.3,12.3,2.5
6135142,1,2019-03-24 22:09:26,2019-03-24 22:25:41,2,6.8,2,N,82,164,1,52.0,2.5,0.5,0.0,5.76,0.3,61.06,2.5
4641962,2,2019-03-18 23:13:08,2019-03-18 23:18:40,1,1.2,1,N,234,100,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
5878322,2,2019-03-23 20:34:55,2019-03-23 20:49:43,2,1.85,1,N,148,234,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
4149582,2,2019-03-16 21:10:26,2019-03-16 21:33:47,2,8.98,1,N,138,230,2,28.0,0.5,0.5,0.0,5.76,0.3,37.56,2.5
1195620,2,2019-03-05 21:43:30,2019-03-05 21:53:28,1,2.64,1,N,142,90,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
5108517,2,2019-03-20 22:50:08,2019-03-20 23:14:53,2,9.76,1,N,161,127,1,30.5,0.5,0.5,5.14,0.0,0.3,39.44,2.5
3562264,2,2019-03-14 19:29:16,2019-03-14 19:43:22,1,5.34,1,N,246,152,1,17.5,1.0,0.5,4.36,0.0,0.3,26.16,2.5
728111,2,2019-03-03 20:24:18,2019-03-03 20:37:34,2,2.11,1,N,68,79,1,10.5,0.5,0.5,3.58,0.0,0.3,17.88,2.5
998255,1,2019-03-05 08:30:19,2019-03-05 08:39:24,1,0.7,1,N,229,161,2,7.0,2.5,0.5,0.0,0.0,0.3,10.3,2.5
2173044,1,2019-03-09 11:24:45,2019-03-09 11:27:18,1,0.6,1,N,166,151,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8,0.0
440852,2,2019-03-02 17:26:59,2019-03-02 17:41:52,1,2.58,1,N,79,48,1,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5
2760205,2,2019-03-11 18:45:25,2019-03-11 19:06:17,5,7.76,1,N,138,170,1,25.0,1.0,0.5,3.0,5.76,0.3,38.06,2.5
3998592,2,2019-03-16 10:18:52,2019-03-16 10:25:06,1,0.92,1,N,236,140,1,6.0,0.0,0.5,1.4,0.0,0.3,10.7,2.5
6947458,2,2019-03-28 13:51:22,2019-03-28 14:36:12,1,10.21,1,N,142,138,1,38.0,0.0,0.5,8.26,0.0,0.3,49.56,2.5
7171575,1,2019-03-29 10:08:17,2019-03-29 10:20:23,1,1.5,1,N,125,186,1,9.0,2.5,0.5,2.45,0.0,0.3,14.75,2.5
1441990,2,2019-03-06 19:30:28,2019-03-06 19:54:44,5,3.08,1,N,239,229,1,17.0,1.0,0.5,4.0,0.0,0.3,25.3,2.5
1552952,1,2019-03-07 08:15:44,2019-03-07 08:24:23,1,0.6,1,N,233,161,1,7.0,2.5,0.5,2.58,0.0,0.3,12.88,2.5
597966,1,2019-03-03 10:40:52,2019-03-03 10:47:20,3,0.8,1,N,48,230,2,6.0,2.5,0.5,0.0,0.0,0.3,9.3,2.5
6460363,2,2019-03-26 14:14:05,2019-03-26 14:30:55,1,5.88,1,N,236,148,1,19.0,0.0,0.5,3.0,0.0,0.3,25.3,2.5
2165460,2,2019-03-09 10:26:46,2019-03-09 10:37:36,5,1.39,1,N,48,68,1,8.5,0.0,0.5,2.36,0.0,0.3,14.16,2.5
1940014,2,2019-03-08 14:53:54,2019-03-08 15:11:33,5,2.15,1,N,113,230,1,12.5,0.0,0.5,3.16,0.0,0.3,18.96,2.5
2108089,2,2019-03-09 01:32:15,2019-03-09 01:41:24,2,1.38,1,N,211,231,1,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
4886033,2,2019-03-20 00:42:13,2019-03-20 01:09:04,1,20.07,2,N,132,236,2,52.0,0.0,0.5,0.0,5.76,0.3,61.06,2.5
3952644,2,2019-03-16 02:39:11,2019-03-16 03:02:49,1,6.34,1,N,114,226,1,22.0,0.5,0.5,5.16,0.0,0.3,30.96,2.5
4465135,1,2019-03-18 09:05:19,2019-03-18 09:13:23,1,1.2,1,N,48,246,1,7.0,2.5,0.5,1.03,0.0,0.3,11.33,2.5
4334159,2,2019-03-17 15:12:58,2019-03-17 15:19:14,2,1.63,1,N,239,151,1,7.0,0.0,0.5,2.58,0.0,0.3,12.88,2.5
7510740,2,2019-03-30 17:53:27,2019-03-30 18:07:26,1,1.18,1,N,186,170,2,10.0,0.0,0.5,0.0,0.0,0.3,13.3,2.5
1528934,1,2019-03-07 05:09:17,2019-03-07 05:28:37,1,10.6,1,N,230,138,2,30.5,3.0,0.5,0.0,5.76,0.3,40.06,2.5
6882051,2,2019-03-28 08:58:18,2019-03-28 09:05:38,1,0.61,1,N,163,50,1,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
3337074,1,2019-03-13 21:53:39,2019-03-13 22:10:37,2,3.9,1,N,79,17,1,15.5,3.0,0.5,3.85,0.0,0.3,23.15,2.5
3324030,1,2019-03-13 21:37:50,2019-03-13 21:44:02,1,1.1,1,N,162,237,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
3965074,1,2019-03-16 04:09:09,2019-03-16 04:27:28,1,10.7,1,N,137,73,1,30.5,3.0,0.5,10.0,5.76,0.3,50.06,2.5
2324646,2,2019-03-09 21:27:53,2019-03-09 21:41:38,1,2.41,1,N,142,236,1,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
944217,2,2019-03-04 21:12:40,2019-03-04 21:23:09,1,2.82,1,N,170,263,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
6291122,1,2019-03-25 18:29:13,2019-03-25 18:39:36,1,1.7,1,N,161,107,1,9.0,3.5,0.5,2.0,0.0,0.3,15.3,2.5
1447155,1,2019-03-06 19:46:23,2019-03-06 19:50:45,1,0.8,1,N,249,158,1,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
6914501,1,2019-03-28 11:54:43,2019-03-28 12:06:11,1,1.2,1,N,234,68,2,9.0,2.5,0.5,0.0,0.0,0.3,12.3,2.5
3964423,2,2019-03-16 04:02:58,2019-03-16 04:26:00,1,4.48,1,N,4,74,2,19.0,0.5,0.5,0.0,0.0,0.3,22.8,2.5
1665708,2,2019-03-07 15:20:06,2019-03-07 15:47:04,3,1.71,1,N,170,137,1,16.5,0.0,0.5,3.96,0.0,0.3,23.76,2.5
4119602,2,2019-03-16 19:44:35,2019-03-16 20:08:03,1,2.36,1,N,246,79,1,15.0,0.0,0.5,1.08,0.0,0.3,19.38,2.5
5171606,2,2019-03-21 08:06:07,2019-03-21 08:17:07,2,1.99,1,N,236,162,1,9.5,0.0,0.5,1.0,0.0,0.3,13.8,2.5
4235324,2,2019-03-17 03:47:45,2019-03-17 03:53:23,2,1.66,1,N,137,114,1,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
1396712,2,2019-03-06 16:56:46,2019-03-06 17:48:07,1,16.78,2,N,132,170,1,52.0,4.5,0.5,13.11,5.76,0.3,78.67,2.5
914651,1,2019-03-04 19:00:42,2019-03-04 19:09:55,1,0.9,1,N,232,211,2,7.5,3.5,0.5,0.0,0.0,0.3,11.8,2.5
7350160,2,2019-03-29 23:15:08,2019-03-29 23:23:58,6,0.93,1,N,161,164,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
6574549,1,2019-03-26 22:04:21,2019-03-26 22:18:44,1,3.5,1,N,75,116,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,0.0
6052910,2,2019-03-24 15:04:57,2019-03-24 15:15:21,1,0.66,1,N,100,230,1,7.5,0.0,0.5,2.7,0.0,0.3,13.5,2.5
2130398,1,2019-03-09 04:55:59,2019-03-09 05:14:26,1,8.5,1,N,100,95,2,25.5,3.0,0.5,0.0,5.76,0.3,35.06,2.5
7763255,2,2019-03-31 16:02:40,2019-03-31 16:14:55,1,1.22,1,N,161,170,1,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
6600058,2,2019-03-27 01:06:48,2019-03-27 01:24:50,1,5.78,1,N,100,223,1,19.0,0.5,0.5,6.84,0.0,0.3,29.64,2.5
2775664,2,2019-03-11 19:46:46,2019-03-11 20:24:40,1,18.32,2,N,132,234,1,52.0,4.5,0.5,13.11,5.76,0.3,78.67,2.5
6398614,2,2019-03-26 09:56:16,2019-03-26 10:01:21,1,0.78,1,N,151,166,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,0.0
4609593,1,2019-03-18 20:27:43,2019-03-18 20:35:08,3,1.3,1,N,234,79,1,6.5,3.0,0.5,1.55,0.0,0.3,11.85,2.5
6023631,2,2019-03-24 12:07:23,2019-03-24 12:40:39,5,18.28,2,N,230,132,1,52.0,0.0,0.5,12.21,5.76,0.3,73.27,2.5
1079667,2,2019-03-05 14:51:41,2019-03-05 14:57:21,1,0.92,1,N,164,170,1,6.0,0.0,0.5,1.8,0.0,0.3,11.1,2.5
1734471,1,2019-03-07 19:33:00,2019-03-07 19:40:54,0,0.8,1,N,164,107,1,6.5,3.5,0.5,2.15,0.0,0.3,12.95,2.5
3568050,2,2019-03-14 19:25:50,2019-03-14 19:40:18,1,2.33,1,N,163,75,1,12.0,1.0,0.5,3.26,0.0,0.3,19.56,2.5
4943824,2,2019-03-20 10:08:14,2019-03-20 10:13:49,3,1.14,1,N,140,262,2,6.0,0.0,0.5,0.0,0.0,0.3,9.3,2.5
5662968,2,2019-03-22 23:19:22,2019-03-22 23:31:14,1,1.83,1,N,237,141,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
2958000,2,2019-03-12 15:51:13,2019-03-12 16:06:48,1,1.71,1,N,236,43,1,11.0,0.0,0.5,0.0,0.0,0.3,14.3,2.5
7400562,2,2019-03-30 06:06:14,2019-03-30 06:30:49,1,7.23,1,N,100,159,2,23.5,0.0,0.5,0.0,0.0,0.3,26.8,2.5
689403,2,2019-03-03 17:12:21,2019-03-03 17:23:12,1,1.94,1,N,239,230,2,9.5,0.0,0.5,0.0,0.0,0.3,12.8,2.5
3497002,1,2019-03-14 15:30:14,2019-03-14 15:40:31,2,1.1,1,N,142,141,1,8.0,2.5,0.5,1.7,0.0,0.3,13.0,2.5
2155540,2,2019-03-09 09:42:51,2019-03-09 10:01:56,1,4.48,1,N,230,261,1,17.5,0.0,0.5,3.0,0.0,0.3,23.8,2.5
5479672,2,2019-03-22 10:11:17,2019-03-22 10:20:47,1,0.84,1,N,236,262,4,-6.5,0.0,-0.5,0.0,0.0,-0.3,-9.8,-2.5
7673259,1,2019-03-31 09:51:54,2019-03-31 09:59:36,1,1.7,1,N,233,43,1,7.5,2.5,0.5,2.0,0.0,0.3,12.8,2.5
5340886,2,2019-03-21 19:07:07,2019-03-21 19:38:05,6,6.39,1,N,158,97,1,23.5,1.0,0.5,4.0,0.0,0.3,31.8,2.5
3113508,2,2019-03-13 06:41:18,2019-03-13 06:54:32,1,3.41,1,N,13,100,1,12.5,0.0,0.5,2.0,0.0,0.3,17.8,2.5
1729139,1,2019-03-07 19:46:37,2019-03-07 19:58:23,1,1.2,1,N,234,170,1,8.5,3.5,0.5,0.0,0.0,0.3,12.8,2.5
4716677,2,2019-03-19 11:18:54,2019-03-19 11:31:06,1,2.39,1,N,166,43,1,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
7553862,2,2019-03-30 20:10:33,2019-03-30 20:22:14,3,4.11,1,N,13,79,2,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5
4406519,1,2019-03-17 21:39:38,2019-03-17 21:42:50,1,1.1,1,N,90,249,1,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
472913,2,2019-03-02 19:00:26,2019-03-02 19:05:46,1,0.9,1,N,144,87,1,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
1066166,2,2019-03-05 13:31:20,2019-03-05 13:40:23,1,1.32,1,N,151,239,1,7.5,0.0,0.5,2.16,0.0,0.3,12.96,2.5
7098534,2,2019-03-28 23:46:11,2019-03-29 00:01:45,2,6.19,1,N,48,116,1,19.5,0.5,0.5,4.66,0.0,0.3,27.96,2.5
4667143,1,2019-03-19 07:45:21,2019-03-19 07:54:21,1,1.3,1,N,143,163,1,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
4060138,2,2019-03-16 15:39:36,2019-03-16 15:42:01,1,0.33,1,N,261,12,2,3.5,0.0,0.5,0.0,0.0,0.3,6.8,2.5
3138156,2,2019-03-13 08:50:55,2019-03-13 09:06:54,1,1.73,1,N,140,162,1,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
6690057,1,2019-03-27 13:36:23,2019-03-27 14:01:24,2,1.4,1,N,48,186,1,15.0,2.5,0.5,3.65,0.0,0.3,21.95,2.5
2493537,1,2019-03-10 14:05:32,2019-03-10 14:15:05,2,1.2,1,N,142,230,1,7.5,2.5,0.5,2.15,0.0,0.3,12.95,2.5
1289380,1,2019-03-06 09:14:55,2019-03-06 09:23:26,2,0.9,1,N,186,234,1,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
7340606,2,2019-03-29 22:11:23,2019-03-29 22:15:28,1,0.63,1,N,164,137,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
3432537,2,2019-03-14 10:38:05,2019-03-14 11:12:21,1,5.89,1,N,87,162,1,25.0,0.0,0.5,7.08,0.0,0.3,35.38,2.5
515074,1,2019-03-02 22:00:22,2019-03-02 22:13:25,1,1.4,1,N,249,148,1,9.5,3.0,0.5,3.95,0.0,0.3,17.25,2.5
265533,1,2019-03-01 22:45:29,2019-03-01 23:05:08,1,3.1,1,N,163,211,1,14.0,3.0,0.5,3.55,0.0,0.3,21.35,2.5
3750527,1,2019-03-15 12:55:51,2019-03-15 13:14:47,1,3.0,1,N,107,236,1,14.5,2.5,0.5,1.2,0.0,0.3,19.0,2.5
1784337,4,2019-03-07 22:08:07,2019-03-07 22:52:20,1,15.61,2,N,132,48,2,52.0,0.0,0.5,0.0,5.76,0.3,61.06,2.5
32923,2,2019-03-01 07:16:29,2019-03-01 07:20:59,1,1.08,1,N,141,162,1,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
466568,2,2019-03-02 19:38:27,2019-03-02 19:50:02,1,1.16,1,N,170,230,2,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
3451749,1,2019-03-14 11:04:22,2019-03-14 11:28:37,1,2.3,1,N,162,4,2,15.5,2.5,0.5,0.0,0.0,0.3,18.8,2.5
3268289,2,2019-03-13 17:52:57,2019-03-13 18:20:14,1,9.06,1,N,138,141,1,29.0,1.0,0.5,5.0,5.76,0.3,44.06,2.5
5741131,2,2019-03-23 09:45:20,2019-03-23 09:50:56,1,0.74,1,N,170,100,1,5.5,0.0,0.5,1.76,0.0,0.3,10.56,2.5
2044551,1,2019-03-08 20:49:35,2019-03-08 21:07:59,1,5.1,1,N,162,209,1,18.0,3.0,0.5,4.35,0.0,0.3,26.15,2.5
6372020,2,2019-03-26 07:29:18,2019-03-26 07:32:22,1,0.9,1,N,237,162,2,4.5,0.0,0.5,0.0,0.0,0.3,7.8,2.5
4193721,2,2019-03-16 23:48:16,2019-03-16 23:59:52,1,2.4,1,N,230,237,2,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
5990998,2,2019-03-24 09:43:22,2019-03-24 09:58:43,1,3.86,1,N,231,12,1,15.0,0.0,0.5,3.66,0.0,0.3,21.96,2.5
5195680,2,2019-03-21 10:24:37,2019-03-21 10:30:32,1,0.68,1,N,164,234,1,5.5,0.0,0.5,2.0,0.0,0.3,10.8,2.5
669465,2,2019-03-03 15:14:09,2019-03-03 15:23:51,1,1.64,1,N,237,143,1,9.0,0.0,0.5,2.0,0.0,0.3,14.3,2.5
903164,2,2019-03-04 18:57:45,2019-03-04 19:03:10,1,0.99,1,N,249,113,1,5.5,1.0,0.5,1.96,0.0,0.3,11.76,2.5
462560,1,2019-03-02 18:59:18,2019-03-02 19:03:53,1,0.4,1,N,90,234,1,4.5,2.5,0.5,1.55,0.0,0.3,9.35,2.5
6667563,1,2019-03-27 11:37:01,2019-03-27 11:47:53,1,1.3,1,N,163,50,2,8.5,2.5,0.5,0.0,0.0,0.3,11.8,2.5
6570855,2,2019-03-26 22:42:11,2019-03-26 22:55:22,1,2.76,1,N,230,238,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5
4016092,2,2019-03-16 12:33:18,2019-03-16 12:48:37,2,1.08,1,N,246,230,2,10.5,0.0,0.5,0.0,0.0,0.3,13.8,2.5
4804234,1,2019-03-19 18:18:03,2019-03-19 18:57:56,0,9.8,1,N,138,61,1,35.0,1.0,0.5,3.68,0.0,0.3,40.48,0.0
2299342,2,2019-03-09 19:13:54,2019-03-09 19:20:53,4,1.09,1,N,163,141,1,6.5,0.0,0.5,1.96,0.0,0.3,11.76,2.5
929809,2,2019-03-04 20:53:07,2019-03-04 21:14:46,3,9.48,1,N,138,230,1,28.5,0.5,0.5,7.61,5.76,0.3,45.67,2.5
2901488,2,2019-03-12 11:37:05,2019-03-12 11:44:08,2,0.63,1,N,230,43,1,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
4205006,1,2019-03-17 00:29:53,2019-03-17 00:41:58,1,5.2,1,N,88,162,1,16.5,3.0,0.5,4.05,0.0,0.3,24.35,2.5
5130150,2,2019-03-20 23:10:53,2019-03-20 23:17:47,1,1.22,1,N,239,238,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
5922027,2,2019-03-23 23:14:14,2019-03-23 23:16:55,1,0.45,1,N,48,163,1,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
1793010,2,2019-03-07 22:55:37,2019-03-07 23:19:07,2,6.76,1,N,230,116,1,23.5,0.5,0.5,5.46,0.0,0.3,32.76,2.5
2654621,2,2019-03-11 10:30:46,2019-03-11 10:52:40,1,2.03,1,N,229,142,1,14.5,0.0,0.5,3.56,0.0,0.3,21.36,2.5
3652509,2,2019-03-15 01:03:07,2019-03-15 01:16:21,1,5.92,1,N,140,264,1,18.0,3.0,0.5,5.45,0.0,0.3,27.25,0.0
854711,1,2019-03-04 15:20:33,2019-03-04 15:26:10,1,0.7,1,N,170,161,1,5.5,2.5,0.5,2.6,0.0,0.3,11.4,2.5
2617787,2,2019-03-11 07:43:41,2019-03-11 07:55:03,1,2.61,1,N,50,249,1,10.5,0.0,0.5,2.76,0.0,0.3,16.56,2.5
7385334,1,2019-03-30 02:29:52,2019-03-30 02:48:47,2,2.4,1,N,186,148,1,13.5,3.0,0.5,1.0,0.0,0.3,18.3,2.5
2071832,1,2019-03-08 22:26:26,2019-03-08 22:53:55,1,5.0,1,N,186,25,1,20.5,3.0,0.5,6.05,0.0,0.3,30.35,2.5
5266841,2,2019-03-21 15:03:41,2019-03-21 15:08:45,1,0.68,1,N,263,262,2,5.0,0.0,0.5,0.0,0.0,0.3,8.3,2.5
4865416,1,2019-03-19 22:32:32,2019-03-19 22:32:36,1,0.0,1,N,42,42,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0
1551919,2,2019-03-07 08:23:54,2019-03-07 08:55:48,2,10.39,1,N,132,39,2,32.5,0.0,0.5,0.0,0.0,0.3,33.3,0.0
235906,2,2019-03-01 20:24:37,2019-03-01 20:29:41,1,0.69,1,N,140,237,1,5.0,0.5,0.5,1.2,0.0,0.3,10.0,2.5
4508287,1,2019-03-18 13:31:57,2019-03-18 13:41:31,1,1.9,1,N,151,152,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75,0.0
2763398,2,2019-03-11 18:51:10,2019-03-11 19:11:07,1,6.12,1,N,261,141,1,21.0,1.0,0.5,2.53,0.0,0.3,27.83,2.5
788896,1,2019-03-04 09:12:31,2019-03-04 09:14:14,1,0.6,1,N,246,246,1,4.0,2.5,0.5,1.45,0.0,0.3,8.75,2.5
2464166,2,2019-03-10 12:53:05,2019-03-10 13:05:11,1,1.09,1,N,68,107,1,9.0,0.0,0.5,1.84,0.0,0.3,14.14,2.5
1077555,2,2019-03-05 14:33:22,2019-03-05 15:21:18,1,13.05,1,N,132,17,1,43.0,0.0,0.5,2.0,0.0,0.3,45.8,0.0
5068973,1,2019-03-20 19:52:45,2019-03-20 20:01:47,1,1.6,1,N,170,224,2,8.0,3.5,0.5,0.0,0.0,0.3,12.3,2.5
6465441,1,2019-03-26 14:33:39,2019-03-26 14:43:04,2,0.7,1,N,234,100,1,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
3474420,2,2019-03-14 13:48:47,2019-03-14 14:05:36,1,1.36,1,N,141,142,1,11.5,0.0,0.5,3.7,0.0,0.3,18.5,2.5
6804039,1,2019-03-27 21:20:29,2019-03-27 21:27:33,3,0.7,1,N,230,229,1,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
492236,2,2019-03-02 21:02:36,2019-03-02 21:06:52,1,0.83,1,N,163,237,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5
4763117,1,2019-03-19 15:39:27,2019-03-19 15:44:31,1,0.8,1,N,238,238,2,5.5,2.5,0.5,0.0,0.0,0.3,8.8,2.5
6979979,2,2019-03-28 16:53:50,2019-03-28 17:01:42,6,1.03,1,N,107,170,1,7.0,1.0,0.5,2.26,0.0,0.3,13.56,2.5
5064805,2,2019-03-20 19:49:02,2019-03-20 20:11:17,3,3.22,1,N,263,164,1,16.0,1.0,0.5,4.06,0.0,0.3,24.36,2.5
3831966,1,2019-03-15 18:49:05,2019-03-15 19:02:02,1,2.1,1,N,161,239,1,10.5,3.5,0.5,2.95,0.0,0.3,17.75,2.5
1010048,4,2019-03-05 09:17:50,2019-03-05 09:26:07,1,0.4,1,N,262,262,1,6.0,0.0,0.5,1.86,0.0,0.3,11.16,2.5
4764010,2,2019-03-19 15:45:30,2019-03-19 16:00:14,1,2.17,1,N,246,114,1,11.0,0.0,0.5,2.86,0.0,0.3,17.16,2.5
7729285,2,2019-03-31 14:12:17,2019-03-31 14:14:02,1,0.39,1,N,170,107,1,3.5,0.0,0.5,1.36,0.0,0.3,8.16,2.5
3343156,2,2019-03-13 22:27:19,2019-03-13 22:32:12,1,1.29,1,N,249,231,1,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
3219077,1,2019-03-13 14:12:04,2019-03-13 14:14:58,1,0.5,1,N,211,125,2,4.0,2.5,0.5,0.0,0.0,0.3,7.3,2.5
1403634,1,2019-03-06 17:56:59,2019-03-06 19:03:44,2,15.6,2,N,164,132,1,52.0,7.0,0.5,13.1,5.76,0.3,78.66,2.5
1083642,1,2019-03-05 14:13:52,2019-03-05 14:35:53,1,3.3,1,N,90,143,1,16.0,2.5,0.5,3.86,0.0,0.3,23.16,2.5
4466587,1,2019-03-18 09:45:44,2019-03-18 09:56:28,1,0.9,1,N,162,100,1,8.0,2.5,0.5,3.35,0.0,0.3,14.65,2.5
3869836,1,2019-03-15 20:26:30,2019-03-15 20:29:22,1,0.4,1,N,74,74,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0.0
1038898,2,2019-03-05 11:30:31,2019-03-05 11:45:29,1,1.67,1,N,239,75,1,11.0,0.0,0.5,3.58,0.0,0.3,17.88,2.5
1400741,2,2019-03-06 17:03:47,2019-03-06 17:10:31,1,1.06,1,N,239,238,1,6.0,1.0,0.5,2.06,0.0,0.3,12.36,2.5
3601152,1,2019-03-14 21:35:22,2019-03-14 21:39:09,0,0.7,1,N,137,233,1,4.5,3.0,0.5,1.0,0.0,0.3,9.3,2.5
5814555,2,2019-03-23 15:33:21,2019-03-23 15:45:20,2,1.4,1,N,186,113,1,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
507849,2,2019-03-02 22:10:15,2019-03-02 22:21:24,1,1.29,1,N,161,100,1,8.5,0.5,0.5,2.46,0.0,0.3,14.76,2.5
1425979,2,2019-03-06 18:15:25,2019-03-06 18:32:53,2,2.06,1,N,13,144,1,12.5,1.0,0.5,1.5,0.0,0.3,18.3,2.5
5455963,2,2019-03-22 08:53:55,2019-03-22 09:17:44,1,2.97,1,N,140,164,1,16.0,0.0,0.5,3.86,0.0,0.3,23.16,2.5
4057850,2,2019-03-16 15:14:28,2019-03-16 15:20:47,6,1.28,1,N,43,41,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,0.0
5212972,1,2019-03-21 11:58:55,2019-03-21 12:09:06,1,1.0,1,N,161,164,1,8.0,2.5,0.5,2.25,0.0,0.3,13.55,2.5
2609206,1,2019-03-11 07:34:52,2019-03-11 07:41:47,1,1.3,1,N,236,237,1,7.0,2.5,0.5,2.05,0.0,0.3,12.35,2.5
870103,1,2019-03-04 16:41:41,2019-03-04 17:24:21,1,17.8,2,N,132,114,1,52.0,7.0,0.5,11.95,0.0,0.3,71.75,2.5
7502165,1,2019-03-30 16:39:08,2019-03-30 17:25:10,1,10.8,1,N,132,225,2,39.5,0.0,0.5,0.0,0.0,0.3,40.3,0.0
3042909,2,2019-03-12 20:58:39,2019-03-12 21:21:35,2,5.36,1,N,68,236,1,20.5,0.5,0.5,2.43,0.0,0.3,26.73,2.5
5113621,1,2019-03-20 22:18:03,2019-03-20 22:33:31,2,2.2,1,N,246,170,1,11.5,3.0,0.5,3.05,0.0,0.3,18.35,2.5
2481365,2,2019-03-10 13:45:27,2019-03-10 13:53:37,2,0.81,1,N,48,230,1,6.5,0.0,0.5,2.45,0.0,0.3,12.25,2.5
702717,2,2019-03-03 18:08:09,2019-03-03 18:25:24,3,2.1,1,N,48,107,1,12.0,0.0,0.5,3.06,0.0,0.3,18.36,2.5
7281311,1,2019-03-29 18:06:40,2019-03-29 18:09:02,2,0.2,1,N,263,263,4,3.5,3.5,0.5,0.0,0.0,0.3,7.8,2.5
870496,1,2019-03-04 16:27:52,2019-03-04 16:41:23,1,2.6,1,N,161,125,1,11.0,3.5,0.5,1.5,0.0,0.3,16.8,2.5
338391,2,2019-03-02 09:25:14,2019-03-02 09:35:46,2,2.22,1,N,163,238,1,9.5,0.0,0.5,2.56,0.0,0.3,15.36,2.5
2790666,2,2019-03-11 20:52:12,2019-03-11 21:00:40,1,1.65,1,N,161,234,1,8.0,0.5,0.5,1.18,0.0,0.3,12.98,2.5
640519,2,2019-03-03 13:48:12,2019-03-03 13:56:55,3,1.71,1,N,239,230,2,8.0,0.0,0.5,0.0,0.0,0.3,11.3,2.5
2374320,1,2019-03-10 00:53:09,2019-03-10 00:57:31,0,1.0,1,N,141,263,1,5.5,3.0,0.5,1.85,0.0,0.3,11.15,2.5
1733512,2,2019-03-07 19:45:11,2019-03-07 20:07:09,2,4.42,1,N,90,237,1,17.5,1.0,0.5,2.18,0.0,0.3,23.98,2.5
7540473,2,2019-03-30 19:08:32,2019-03-30 19:10:19,3,0.44,1,N,262,262,1,3.5,0.0,0.5,1.5,0.0,0.3,8.3,2.5
