Year,Country,Spending_USD,Life_Expectancy
2005,NZL,2194.439,79.8
2005,POL,834.605,75.0
2005,PRT,2183.712,78.2
2005,ROU,542.397,71.9
2005,SVK,1191.447,74.1
2005,SVN,1900.012,77.4
2005,SWE,2810.705,80.7
2005,TUR,588.128,73.1
2005,USA,6430.757,77.6
2006,AUS,2996.396,81.1
2006,AUT,3634.95,80.0
2006,BEL,3195.361,79.5
2006,BGR,726.172,72.7
2006,CAN,3486.621,80.4
2006,CHE,4234.52,81.7
2006,CHL,959.483,77.9
2006,CZE,1560.186,76.7
2006,DEU,3567.061,79.8
2006,DNK,3289.222,78.4
2006,ESP,2394.239,81.1
2006,EST,946.222,73.1
2006,FIN,2752.672,79.5
2006,FRA,3444.855,81.0
2006,GBR,2952.329,79.5
2006,GRC,2303.075,79.9
2006,HRV,1177.803,75.9
2006,HUN,1511.444,73.5
2006,IRL,3204.805,79.3
2006,ISL,3394.032,81.2
2006,ISR,1744.395,80.6
2006,ITA,2662.499,81.4
2006,JPN,2561.219,82.4
2006,KOR,1276.73,78.8
2006,LTU,1011.018,71.0
2006,LUX,5154.058,79.4
2006,LVA,938.784,70.6
2006,MEX,822.136,75.5
2006,NLD,3829.786,79.9
2006,NOR,3966.376,80.6
2006,NZL,2439.135,80.1
2006,POL,903.406,75.3
2006,PRT,2240.819,79.0
2006,ROU,577.934,72.5
2006,SVK,1342.665,74.4
2006,SVN,1986.585,78.3
2006,SWE,3010.123,81.0
2006,TUR,678.161,73.4
2006,USA,6808.054,77.8
2007,AUS,3199.837,81.3
2007,AUT,3795.642,80.3
2007,BEL,3307.577,79.9
2007,BGR,781.091,73.0
2007,CAN,3709.615,80.5
2007,CHE,4597.308,82.0
2007,CHL,1060.721,78.1
2007,CZE,1660.49,77.0
2007,DEU,3750.787,80.1
2007,DNK,3563.086,78.4
2007,ESP,2484.716,81.1
2007,EST,1137.873,73.2
2007,FIN,3004.933,79.6
2007,FRA,3588.227,81.2
2007,GBR,3021.671,79.7
2007,GRC,2425.471,79.7
2007,HRV,1391.784,75.7
2007,HUN,1430.045,73.6
2007,IRL,3384.221,79.7
2007,ISL,3559.775,81.5
2007,ISR,1853.609,80.6
2007,ITA,2695.633,81.5
2007,JPN,2689.916,82.6
2007,KOR,1435.186,79.2
2007,LTU,1159.055,70.8
2007,LUX,5086.545,79.5
2007,LVA,1084.816,70.8
2007,MEX,870.599,75.4
2007,NLD,4076.873,80.3
2007,NOR,4311.768,80.6
2007,NZL,2540.611,80.3
2007,POL,1050.928,75.4
2007,PRT,2300.455,79.2
2007,ROU,684.526,73.1
2007,SVK,1584.418,74.5
2007,SVN,2066.021,78.3
2007,SWE,3225.832,81.1
2007,TUR,733.361,73.7
2007,USA,7166.513,78.1
2008,AUS,3350.144,81.4
2008,AUT,4009.307,80.5
2008,BEL,3545.086,79.8
2008,BGR,872.781,73.4
2008,CAN,3849.544,80.7
2008,CHE,4905.058,82.2
2008,CHL,1129.411,78.3
2008,CZE,1822.937,77.3
2008,DEU,3955.136,80.2
2008,DNK,3777.707,78.8
2008,ESP,2671.937,81.5
2008,EST,1291.739,74.3
2008,FIN,3243.775,79.9
2008,FRA,3729.353,81.4
2008,GBR,3207.853,79.8
2008,GRC,2665.467,80.2
2008,HRV,1550.581,76.0
2008,HUN,1492.593,74.2
2008,IRL,3643.273,80.2
2008,ISL,3612.468,81.6
2008,ISR,1844.723,81.0
2008,ITA,2932.455,81.6
2008,JPN,2799.198,82.7
2008,KOR,1556.157,79.6
2008,LTU,1347.21,71.7
2008,LUX,5431.112,80.6
2008,LVA,1118.347,72.0
2008,MEX,899.877,75.2
2008,NLD,4378.383,80.5
2008,NOR,4604.504,80.8
2008,NZL,2829.765,80.5
2008,POL,1222.748,75.6
2008,PRT,2448.035,79.5
2008,ROU,834.553,73.6
2008,SVK,1687.058,74.9
2008,SVN,2297.536,79.1
2008,SWE,3415.036,81.3
2008,TUR,807.052,73.9
2008,USA,7385.026,78.1
2009,AUS,3417.833,81.6
2009,AUT,4090.209,80.4
2009,BEL,3711.279,80.1
2009,BGR,896.859,73.8
2009,CAN,3945.873,80.9
2009,CHE,5059.23,82.3
2009,CHL,1310.57,78.5
2009,CZE,2048.775,77.4
2009,DEU,4158.266,80.3
2009,DNK,4016.152,79.0
2009,ESP,2743.475,81.9
2009,EST,1307.562,75.2
2009,FIN,3281.453,80.1
2009,FRA,3880.842,81.5
2009,GBR,3334.506,80.4
2009,GRC,2735.578,80.4
2009,HRV,1552.237,76.3
2009,HUN,1492.591,74.4
2009,IRL,3855.118,80.2
2009,ISL,3480.941,81.8
2009,ISR,1909.353,81.5
2009,ITA,2937.493,81.7
2009,JPN,2971.377,83.0
2009,KOR,1684.344,80.0
2009,LTU,1323.174,72.9
2009,LUX,5710.148,80.7
2009,LVA,1006.829,72.7
2009,MEX,912.044,74.9
2009,NLD,4433.594,80.8
2009,NOR,4675.689,81.0
2009,NZL,2947.565,80.7
2009,POL,1312.444,75.8
2009,PRT,2513.358,79.7
2009,ROU,841.676,73.7
2009,SVK,1809.132,75.3
2009,SVN,2265.733,79.3
2009,SWE,3451.078,81.5
2009,TUR,815.071,74.1
2009,USA,7645.002,78.5
2010,AUS,3593.395,81.7
2010,AUT,4258.99,80.7
2010,BEL,3908.473,80.3
2010,BGR,1032.738,73.8
2010,CAN,4155.529,81.2
2010,CHE,5089.213,82.6
2010,CHL,1254.254,78.8
2010,CZE,2001.958,77.7
2010,DEU,4423.07,80.5
2010,DNK,4272.376,79.3
2010,ESP,2737.508,82.4
2010,EST,1363.499,75.9
2010,FIN,3427.329,80.2
2010,FRA,4045.065,81.8
2010,GBR,3441.71,80.6
2010,GRC,2606.608,80.6
2010,HRV,1561.989,76.7
2010,HUN,1666.211,74.7
2010,IRL,4050.987,80.8
2010,ISL,3264.284,81.9
2010,ISR,1970.907,81.7
2010,ITA,3104.465,82.1
2010,JPN,3169.19,82.9
2010,KOR,1878.132,80.2
2010,LTU,1371.705,73.3
2010,LUX,5625.097,80.7
2010,LVA,1076.166,73.0
2010,MEX,893.79,74.8
2010,NLD,4474.559,81.0
2010,NOR,4777.14,81.2
2010,NZL,3042.696,80.8
2010,POL,1423.409,76.4
2010,PRT,2580.158,80.0
2010,ROU,979.114,73.8
2010,SVK,2011.258,75.6
2010,SVN,2319.451,79.8
2010,SWE,3431.157,81.6
2010,TUR,843.633,74.3
2010,USA,7879.253,78.6
2011,AUS,3809.112,81.9
2011,AUT,4345.158,81.1
2011,BEL,4053.883,80.7
2011,BGR,1137.566,74.2
2011,BRA,1178.694,74.0
2011,CAN,4228.962,81.4
2011,CHE,5259.579,82.8
2011,CHL,1355.452,79.0
2011,CHN,438.725,74.8
2011,COL,791.69,74.6
2011,CRI,1176.161,79.1
2011,CZE,2041.899,78.0
2011,DEU,4566.678,80.5
2011,DNK,4274.142,79.9
2011,ESP,2733.946,82.6
2011,EST,1403.665,76.4
2011,FIN,3598.302,80.6
2011,FRA,4161.698,82.3
2011,GBR,3495.652,81.0
2011,GRC,2289.591,80.8
2011,HRV,1504.647,77.1
2011,HUN,1755.527,75.0
2011,IND,159.858,67.1
2011,IRL,4197.569,80.8
2011,ISL,3312.455,82.4
2011,ISR,2081.778,81.7
2011,ITA,3098.256,82.3
2011,JPN,3740.756,82.7
2011,KOR,1966.703,80.6
2011,LTU,1484.747,73.7
2011,LUX,4830.517,81.1
2011,LVA,1077.551,73.8
2011,MEX,912.027,74.9
2011,NLD,4567.357,81.3
2011,NOR,4965.184,81.4
2011,NZL,3132.309,81.0
2011,POL,1496.615,76.8
2011,PRT,2457.491,80.6
2011,ROU,833.247,74.5
2011,SVK,1974.761,76.1
2011,SVN,2376.637,80.1
2011,SWE,4459.517,81.9
2011,TUR,888.309,74.6
2011,USA,8079.467,78.7
2012,AUS,3854.19,82.1
2012,AUT,4588.344,81.0
2012,BEL,4233.076,80.5
2012,BGR,1256.272,74.4
2012,BRA,1222.604,74.2
2012,CAN,4336.249,81.6
2012,CHE,5565.318,82.8
2012,CHL,1485.284,79.2
2012,CHN,508.815,75.1
2012,COL,838.282,74.8
2012,CRI,1218.357,79.4
2012,CZE,2090.485,78.1
2012,DEU,4745.546,80.6
2012,DNK,4433.363,80.1
2012,ESP,2728.146,82.5
2012,EST,1515.084,76.5
2012,FIN,3786.188,80.7
2012,FRA,4299.434,82.1
2012,GBR,3614.131,81.0
2012,GRC,2145.538,80.7
2012,HRV,1548.451,77.3
2012,HUN,1766.535,75.2
2012,IND,178.642,67.6
2012,IRL,4358.936,80.9
2012,ISL,3399.002,83.0
2012,ISR,2223.345,81.8
2012,ITA,3071.61,82.3
2012,JPN,3970.765,83.2
2012,KOR,2071.546,80.9
2012,LTU,1568.003,74.0
2012,LUX,4424.503,81.5
2012,LVA,1156.188,74.0
2012,MEX,973.451,75.0
2012,NLD,4782.366,81.2
2012,NOR,5209.577,81.5
2012,NZL,3240.034,81.2
2012,POL,1578.599,76.9
2012,PRT,2420.856,80.5
2012,ROU,889.511,74.5
2012,SVK,2097.401,76.2
2012,SVN,2431.003,80.2
2012,SWE,4679.65,81.8
2012,TUR,894.741,74.6
2012,USA,8346.064,78.8
2013,AUS,4087.849,82.2
2013,AUT,4767.083,81.2
2013,BEL,4430.729,80.7
2013,BGR,1239.463,74.9
2013,BRA,1299.214,74.5
2013,CAN,4428.753,81.7
2013,CHE,5923.914,82.9
2013,CHL,1658.112,79.4
2013,CHN,561.66,75.4
2013,COL,925.428,75.1
2013,CRI,1238.096,79.6
2013,CZE,2448.529,78.3
2013,DEU,4951.677,80.6
2013,DNK,4525.669,80.4
2013,ESP,2764.132,83.2
2013,EST,1636.092,77.3
2013,FIN,3933.236,81.1
2013,FRA,4544.964,82.3
2013,GBR,3667.636,81.1
2013,GRC,2087.856,81.4
2013,HRV,1377.133,77.8
2013,HUN,1821.58,75.7
2013,IND,208.145,67.9
2013,IRL,4299.899,81.0
2013,ISL,3498.071,82.1
2013,ISR,2238.455,82.1
2013,ITA,3042.931,82.8
2013,JPN,4308.252,83.4
2013,KOR,2129.162,81.4
2013,LTU,1662.584,74.1
2013,LUX,4636.665,81.9
2013,LVA,1229.696,74.2
2013,MEX,1002.571,75.0
2013,NLD,4923.877,81.4
2013,NOR,5485.874,81.8
2013,NZL,3388.248,81.4
2013,POL,1670.783,77.1
2013,PRT,2504.162,80.8
2013,ROU,1035.048,75.1
2013,SVK,2153.698,76.5
2013,SVN,2495.279,80.4
2013,SWE,4731.983,82.0
2013,TUR,947.74,78.0
2013,USA,8519.62,78.8
2014,AUS,4562.73,82.3
2014,AUT,4858.332,81.6
2014,BEL,4580.064,81.4
2014,BGR,1408.178,74.5
2014,BRA,1376.439,74.8
2014,CAN,4536.81,81.8
2014,CHE,6158.683,83.3
2014,CHL,1754.988,79.6
2014,CHN,595.513,75.7
2014,COL,987.342,75.3
2014,CRI,1312.446,79.7
2014,CZE,2564.609,78.9
2014,DEU,5151.709,81.2
2014,DNK,4597.459,80.7
2014,ESP,2857.713,83.3
2014,EST,1821.238,77.2
2014,FIN,3955.755,81.3
2014,FRA,4626.679,82.8
2014,GBR,3758.935,81.4
2014,GRC,2011.097,81.5
2014,HRV,1442.054,77.9
2014,HUN,1863.754,75.9
2014,IND,208.864,68.3
2014,IRL,4196.666,81.4
2014,ISL,3599.617,82.9
2014,ISR,2237.584,82.2
2014,ITA,3036.86,83.2
2014,JPN,4328.364,83.7
2014,KOR,2233.19,81.8
2014,LTU,1781.682,74.7
2014,LUX,4707.036,82.3
2014,LVA,1286.482,74.3
2014,MEX,989.558,75.0
2014,NLD,4934.583,81.8
2014,NOR,5707.377,82.2
2014,NZL,3490.835,81.5
2014,POL,1687.056,77.7
2014,PRT,2537.592,81.2
2014,ROU,1047.796,75.0
2014,SVK,2010.11,76.9
2014,SVN,2499.108,81.2
2014,SWE,4865.516,82.3
2014,TUR,1006.772,78.0
2014,USA,8925.879,78.9
2015,AUS,4777.388,82.4
2015,AUT,4943.516,81.3
2015,BEL,4807.4,81.1
2015,BGR,1436.623,74.7
2015,BRA,1360.799,75.0
2015,CAN,4635.285,81.9
2015,CHE,6465.888,83.0
2015,CHL,1833.552,79.8
2015,CHN,635.149,76.0
2015,COL,1035.02,75.5
2015,CRI,1382.59,79.9
2015,CZE,2544.865,78.7
2015,DEU,5295.975,80.7
2015,DNK,4726.752,80.8
2015,ESP,3019.562,82.9
2015,EST,1940.411,77.8
2015,FIN,3992.493,81.6
2015,FRA,4667.156,82.4
2015,GBR,3805.82,81.0
2015,GRC,2122.934,81.1
2015,HRV,1522.745,77.5
2015,HUN,1891.248,75.7
2015,IND,216.051,68.6
2015,IRL,4295.464,81.5
2015,ISL,3733.352,82.5
2015,ISR,2310.019,82.1
2015,ITA,3088.931,82.6
2015,JPN,4515.556,83.9
2015,KOR,2491.691,82.1
2015,LTU,1917.088,74.5
2015,LUX,4692.311,82.4
2015,LVA,1404.655,74.7
2015,MEX,1062.591,74.7
2015,NLD,4927.104,81.6
2015,NOR,5726.877,82.4
2015,NZL,3500.719,81.7
2015,POL,1818.883,77.5
2015,PRT,2635.561,81.2
2015,ROU,1087.328,75.0
2015,SVK,2059.132,76.7
2015,SVN,2579.281,80.9
2015,SWE,5004.13,82.2
2015,TUR,1040.108,78.0
2015,USA,9355.118,78.7
2016,AUS,5037.334,82.5
2016,AUT,5195.532,81.7
2016,BEL,4998.998,81.5
2016,BGR,1598.353,74.9
2016,BRA,1339.996,75.2
2016,CAN,5044.275,82.0
2016,CHE,6808.029,83.7
2016,CHL,1941.256,80.0
2016,CHN,668.096,76.3
2016,COL,1101.628,75.8
2016,CRI,1413.267,80.0
2016,CZE,2670.969,79.1
2016,DEU,5669.064,81.0
2016,DNK,4900.939,80.9
2016,ESP,3148.684,83.4
2016,EST,2096.544,77.8
2016,FIN,4103.554,81.5
2016,FRA,4928.128,82.7
2016,GBR,3960.141,81.2
2016,GRC,2258.26,81.5
2016,HRV,1675.374,78.2
2016,HUN,1999.683,76.2
2016,IND,224.324,68.9
2016,IRL,4536.748,81.7
2016,ISL,3932.095,82.2
2016,ISR,2524.083,82.5
2016,ITA,3274.024,83.3
2016,JPN,4295.858,84.1
2016,KOR,2664.734,82.4
2016,LTU,2097.796,74.8
2016,LUX,4864.271,82.7
2016,LVA,1613.805,74.8
2016,MEX,1102.809,74.8
2016,NLD,5095.836,81.6
2016,NOR,5904.222,82.5
2016,NZL,3732.589,81.7
2016,POL,1959.094,78.0
2016,PRT,2815.177,81.2
2016,ROU,1250.961,75.3
2016,SVK,2039.611,77.3
2016,SVN,2738.221,81.2
2016,SWE,5127.577,82.4
2016,TUR,1128.754,78.0
2016,USA,9717.649,78.7
2017,AUS,5075.384,82.5
2017,AUT,5315.355,81.7
2017,BEL,5121.186,81.6
2017,BGR,1692.697,74.9
2017,BRA,1391.372,75.5
2017,CAN,5150.47,81.9
2017,CHE,6866.474,83.6
2017,CHL,2119.552,80.2
2017,CHN,730.375,76.5
2017,COL,1139.442,76.0
2017,CRI,1445.438,80.2
2017,CZE,2969.542,79.1
2017,DEU,5970.163,81.1
2017,DNK,5112.959,81.1
2017,ESP,3317.935,83.4
2017,EST,2201.474,78.3
2017,FIN,4215.309,81.7
2017,FRA,5005.756,82.7
2017,GBR,4059.125,81.3
2017,GRC,2250.844,81.4
2017,HRV,1762.651,78.0
2017,HUN,1997.273,75.9
2017,IND,197.698,69.2
2017,IRL,4683.366,82.2
2017,ISL,4111.255,82.7
2017,ISR,2626.181,82.6
2017,ITA,3376.084,83.0
2017,JPN,4412.852,84.2
2017,KOR,2802.355,82.7
2017,LTU,2230.97,75.7
2017,LUX,4989.031,82.1
2017,LVA,1676.419,74.8
2017,MEX,1099.647,74.9
2017,NLD,5253.774,81.8
2017,NOR,6234.379,82.7
2017,NZL,3842.325,81.9
2017,POL,2062.735,77.8
2017,PRT,2906.395,81.5
2017,ROU,1413.858,75.3
2017,SVK,1974.466,77.3
2017,SVN,2832.649,81.1
2017,SWE,5219.411,82.5
2017,TUR,1175.655,78.1
2017,USA,10046.472,78.6
2018,AUS,5193.845,82.8
2018,AUT,5518.538,81.8
2018,BEL,5315.194,81.7
2018,BGR,1766.905,75.0
2018,BRA,1437.449,75.7
2018,CAN,5308.356,82.0
2018,CHE,6930.7,83.8
2018,CHL,2281.148,80.4
2018,CHN,810.568,76.8
2018,COL,1191.885,76.5
2018,CRI,1529.721,80.3
2018,CZE,3128.523,79.1
2018,DEU,6281.84,81.0
2018,DNK,5306.704,81.0
2018,ESP,3427.341,83.5
2018,EST,2364.073,78.4
2018,FIN,4330.443,81.8
2018,FRA,5099.306,82.8
2018,GBR,4189.708,81.3
2018,GRC,2314.696,81.9
2018,HRV,1882.165,78.2
2018,HUN,2105.71,76.2
2018,IND,214.59,69.4
2018,IRL,4870.689,82.2
2018,ISL,4235.661,82.9
2018,ISR,2748.975,82.9
2018,ITA,3495.868,83.4
2018,JPN,4554.276,84.3
2018,KOR,3078.831,82.7
2018,LTU,2396.809,75.9
2018,LUX,5292.055,82.3
2018,LVA,1860.969,75.0
2018,MEX,1122.178,75.0
2018,NLD,5488.774,81.9
2018,NOR,6495.078,82.8
2018,NZL,3913.078,81.7
2018,POL,2106.662,77.7
2018,PRT,3134.128,81.4
2018,ROU,1659.316,75.4
2018,SVK,2008.975,77.4
2018,SVN,3045.106,81.5
2018,SWE,5419.273,82.6
2018,TUR,1205.305,78.3
2018,USA,10451.386,78.7
2019,AUS,5130.234,82.9
2019,AUT,5624.014,82.0
2019,BEL,5352.871,82.1
2019,BGR,1795.621,75.2
2019,BRA,1497.734,75.9
2019,CAN,5189.721,82.2
2019,CHE,6942.41,84.0
2019,CHL,2296.988,80.6
2019,CHN,894.357,77.0
2019,COL,1293.363,76.7
2019,CRI,1556.168,80.5
2019,CZE,3272.224,79.3
2019,DEU,6407.928,81.3
2019,DNK,5359.776,81.5
2019,ESP,3522.767,83.9
2019,EST,2452.289,78.8
2019,FIN,4382.414,82.1
2019,FRA,5167.839,82.9
2019,GBR,4385.463,81.4
2019,GRC,2349.574,81.7
2019,HRV,1957.096,78.6
2019,HUN,2094.079,76.4
2019,IND,230.721,69.7
2019,IRL,4947.222,82.8
2019,ISL,4318.269,83.2
2019,ISR,2790.798,82.9
2019,ITA,3565.301,83.6
2019,JPN,4610.794,84.4
2019,KOR,3277.225,83.3
2019,LTU,2682.067,76.4
2019,LUX,5359.77,82.7
2019,LVA,1997.636,75.6
2019,MEX,1117.235,75.1
2019,NLD,5649.34,82.2
2019,NOR,6476.412,83.0
2019,NZL,4249.593,82.1
2019,POL,2232.347,78.0
2019,PRT,3223.676,81.8
2019,ROU,1844.269,75.7
2019,SVK,2115.452,77.8
2019,SVN,3221.895,81.6
2019,SWE,5387.733,83.2
2019,TUR,1231.634,78.6
2019,USA,10855.517,78.8
2020,AUS,5627.315,83.2
2020,AUT,5882.745,81.3
2020,BEL,5274.091,80.8
2020,BGR,2116.889,73.7
2020,CAN,5828.324,81.7
2020,CHE,7178.56,83.1
2020,CHL,2412.752,80.8
2020,COL,1335.877,76.8
2020,CRI,1622.353,80.6
2020,CZE,3805.143,78.3
2020,DEU,6938.983,81.1
2020,DNK,5693.651,81.6
2020,ESP,3718.054,82.4
2020,EST,2729.229,78.8
2020,FIN,4565.507,82.0
2020,FRA,5468.418,82.3
2020,GBR,5018.7,80.4
2020,GRC,2486.091,81.4
2020,HRV,2079.502,77.8
2020,HUN,2401.999,75.7
2020,IRL,5372.814,82.6
2020,ISL,4620.158,83.1
2020,ISR,3057.408,82.8
2020,ITA,3747.172,82.3
2020,JPN,4665.641,84.7
2020,KOR,3582.313,83.5
2020,LTU,2881.844,75.1
2020,LUX,5596.378,82.2
2020,LVA,2201.907,75.4
2020,MEX,1226.736,75.2
2020,NLD,6189.722,81.4
2020,NOR,6536.093,83.3
2020,NZL,4469.383,82.3
2020,POL,2286.111,76.6
2020,PRT,3348.203,81.1
2020,ROU,2051.588,74.3
2020,SVK,2134.307,77.0
2020,SVN,3497.545,80.6
2020,SWE,5757.291,82.4
2020,USA,11859.179,77.0
2021,AUT,6693.307,81.3
2021,CHL,2595.85,81.0
2021,DEU,7382.634,80.9
2021,DNK,6384.169,81.4
2021,EST,2989.125,76.9
2021,ISL,5096.439,83.2
2021,ITA,4037.787,82.9
2021,LTU,3309.029,74.5
2021,NOR,7064.761,83.2
2021,POL,2567.724,75.7
2021,PRT,3816.374,81.2
2021,SWE,6262.31,83.2
